"","mRNA","GO","Term","Annotated","Significant","Expected","Fisher","ontology","sig.prop"
"5129","evm.TU.chromosome_7.1088","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5130","evm.TU.chromosome_7.1088","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5131","evm.TU.chromosome_7.2360","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5132","evm.TU.chromosome_7.2360","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5133","evm.TU.chromosome_7.138","GO:0005164","tumor necrosis factor receptor binding",140,4,1.06,0.0216,"Molecular Functions",0.0285714285714286
"5134","evm.TU.chromosome_7.139","GO:0005164","tumor necrosis factor receptor binding",140,4,1.06,0.0216,"Molecular Functions",0.0285714285714286
"5135","evm.TU.chromosome_7.548","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5136","evm.TU.chromosome_7.548","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5137","evm.TU.chromosome_7.1658","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5138","evm.TU.chromosome_7.1658","GO:0004386","helicase activity",274,7,2.07,0.00407,"Molecular Functions",0.0255474452554745
"5139","evm.TU.chromosome_7.1658","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5140","evm.TU.chromosome_7.1658","GO:0004386","helicase activity",274,7,2.07,0.00407,"Molecular Functions",0.0255474452554745
"5141","evm.TU.chromosome_7.551","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5142","evm.TU.chromosome_7.964","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5143","evm.TU.chromosome_7.964","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5144","evm.TU.chromosome_7.967","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5145","evm.TU.chromosome_7.967","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5146","evm.TU.chromosome_7.969","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5147","evm.TU.chromosome_7.969","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5148","evm.TU.chromosome_7.968","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5149","evm.TU.chromosome_7.968","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5150","evm.TU.chromosome_7.30","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5151","evm.TU.chromosome_7.2177","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5152","evm.TU.chromosome_7.2177","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5153","evm.TU.chromosome_7.454","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5154","evm.TU.chromosome_7.451","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5155","evm.TU.chromosome_7.451","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5156","evm.TU.chromosome_7.450","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5157","evm.TU.chromosome_7.450","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5158","evm.TU.chromosome_7.846","GO:0031996","thioesterase binding",99,3,0.75,0.03898,"Molecular Functions",0.0303030303030303
"5159","evm.TU.chromosome_7.846","GO:0005164","tumor necrosis factor receptor binding",140,4,1.06,0.0216,"Molecular Functions",0.0285714285714286
"5160","evm.TU.chromosome_7.846","GO:0031625","ubiquitin protein ligase binding",324,7,2.44,0.01155,"Molecular Functions",0.0216049382716049
"5161","evm.TU.chromosome_7.843","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5162","evm.TU.chromosome_7.843","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5163","evm.TU.chromosome_7.1956","GO:0031625","ubiquitin protein ligase binding",324,7,2.44,0.01155,"Molecular Functions",0.0216049382716049
"5164","evm.TU.chromosome_7.1243","GO:0005200","structural constituent of cytoskeleton",79,3,0.6,0.02189,"Molecular Functions",0.0379746835443038
"5165","evm.TU.chromosome_7.1243","GO:0005200","structural constituent of cytoskeleton",79,3,0.6,0.02189,"Molecular Functions",0.0379746835443038
"5166","evm.TU.chromosome_7.1244","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5167","evm.TU.chromosome_7.1244","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5168","evm.TU.chromosome_7.1470","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"5169","evm.TU.chromosome_7.2512","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"5170","evm.TU.chromosome_7.349","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5171","evm.TU.chromosome_7.349","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5172","evm.TU.chromosome_7.1680_evm.TU.chromosome_7.1681.1.5f168c40","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5173","evm.TU.chromosome_7.1680_evm.TU.chromosome_7.1681.1.5f168c40","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5174","evm.TU.chromosome_7.1680_evm.TU.chromosome_7.1681","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5175","evm.TU.chromosome_7.1680_evm.TU.chromosome_7.1681","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5176","evm.TU.chromosome_7.102","GO:0031625","ubiquitin protein ligase binding",324,7,2.44,0.01155,"Molecular Functions",0.0216049382716049
"5177","evm.TU.chromosome_7.797","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5178","evm.TU.chromosome_7.797","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5179","evm.TU.chromosome_7.2034","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5180","evm.TU.chromosome_7.2033","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5181","evm.TU.chromosome_7.2780","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"5182","evm.TU.chromosome_7.2780","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"5183","evm.TU.chromosome_7.1547","GO:0031996","thioesterase binding",99,3,0.75,0.03898,"Molecular Functions",0.0303030303030303
"5184","evm.TU.chromosome_7.1547","GO:0005164","tumor necrosis factor receptor binding",140,4,1.06,0.0216,"Molecular Functions",0.0285714285714286
"5185","evm.TU.chromosome_7.1547","GO:0031625","ubiquitin protein ligase binding",324,7,2.44,0.01155,"Molecular Functions",0.0216049382716049
"5186","evm.TU.chromosome_7.1540","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5187","evm.TU.chromosome_7.1327","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5188","evm.TU.chromosome_7.2591","GO:0043130","ubiquitin binding",42,2,0.32,0.03994,"Molecular Functions",0.0476190476190476
"5189","evm.TU.chromosome_7.1021","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5190","evm.TU.chromosome_7.1021","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5191","evm.TU.chromosome_7.529","GO:0031593","polyubiquitin modification-dependent protein bindin...",60,3,0.45,0.04839,"Molecular Functions",0.05
"5192","evm.TU.chromosome_7.529","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5193","evm.TU.chromosome_7.502","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5194","evm.TU.chromosome_7.228","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5195","evm.TU.chromosome_7.228","GO:0031625","ubiquitin protein ligase binding",324,7,2.44,0.01155,"Molecular Functions",0.0216049382716049
"5196","evm.TU.chromosome_7.228","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5197","evm.TU.chromosome_7.1273","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5198","evm.TU.chromosome_7.1291","GO:0031996","thioesterase binding",99,3,0.75,0.03898,"Molecular Functions",0.0303030303030303
"5199","evm.TU.chromosome_7.1291","GO:0005164","tumor necrosis factor receptor binding",140,4,1.06,0.0216,"Molecular Functions",0.0285714285714286
"5200","evm.TU.chromosome_7.1291","GO:0031625","ubiquitin protein ligase binding",324,7,2.44,0.01155,"Molecular Functions",0.0216049382716049
"5201","evm.TU.chromosome_7.1291","GO:0005164","tumor necrosis factor receptor binding",140,4,1.06,0.0216,"Molecular Functions",0.0285714285714286
"5202","evm.TU.chromosome_7.1290","GO:0031996","thioesterase binding",99,3,0.75,0.03898,"Molecular Functions",0.0303030303030303
"5203","evm.TU.chromosome_7.1290","GO:0005164","tumor necrosis factor receptor binding",140,4,1.06,0.0216,"Molecular Functions",0.0285714285714286
"5204","evm.TU.chromosome_7.1290","GO:0031625","ubiquitin protein ligase binding",324,7,2.44,0.01155,"Molecular Functions",0.0216049382716049
"5205","evm.TU.chromosome_7.1290","GO:0005164","tumor necrosis factor receptor binding",140,4,1.06,0.0216,"Molecular Functions",0.0285714285714286
"5206","evm.TU.chromosome_7.1747","GO:0031996","thioesterase binding",99,3,0.75,0.03898,"Molecular Functions",0.0303030303030303
"5207","evm.TU.chromosome_7.1747","GO:0005164","tumor necrosis factor receptor binding",140,4,1.06,0.0216,"Molecular Functions",0.0285714285714286
"5208","evm.TU.chromosome_7.1747","GO:0031625","ubiquitin protein ligase binding",324,7,2.44,0.01155,"Molecular Functions",0.0216049382716049
"5209","evm.TU.chromosome_7.1747","GO:0005164","tumor necrosis factor receptor binding",140,4,1.06,0.0216,"Molecular Functions",0.0285714285714286
"5210","evm.TU.chromosome_7.1746","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5211","evm.TU.chromosome_7.1746","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5212","evm.TU.chromosome_7.1030","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5213","evm.TU.chromosome_7.1030","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5214","evm.TU.chromosome_7.1032","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5215","evm.TU.chromosome_7.1032","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5216","evm.TU.chromosome_7.66","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5217","evm.TU.chromosome_7.66","GO:0004386","helicase activity",274,7,2.07,0.00407,"Molecular Functions",0.0255474452554745
"5218","evm.TU.chromosome_7.66","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5219","evm.TU.chromosome_7.66","GO:0004386","helicase activity",274,7,2.07,0.00407,"Molecular Functions",0.0255474452554745
"5220","evm.TU.chromosome_7.62","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5221","evm.TU.chromosome_7.62","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5222","evm.TU.chromosome_7.2074_evm.TU.chromosome_7.2080.1.5f168d5a","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5223","evm.TU.chromosome_7.2074_evm.TU.chromosome_7.2080.1.5f168d5a","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5224","evm.TU.chromosome_7.2074_evm.TU.chromosome_7.2080","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5225","evm.TU.chromosome_7.2074_evm.TU.chromosome_7.2080","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5226","evm.TU.chromosome_7.767","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5227","evm.TU.chromosome_7.766","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5228","evm.TU.chromosome_7.766","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5229","evm.TU.chromosome_7.764","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5230","evm.TU.chromosome_7.764","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5231","evm.TU.chromosome_7.2146","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"5232","evm.TU.chromosome_7.2146","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"5233","evm.TU.chromosome_7.2148","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"5234","evm.TU.chromosome_7.2148","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"5235","evm.TU.chromosome_7.2497","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5236","evm.TU.chromosome_7.2492","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5237","evm.TU.chromosome_7.872","GO:0008061","chitin binding",76,6,0.57,2.3e-05,"Molecular Functions",0.0789473684210526
"5238","evm.TU.chromosome_7.2755","GO:0043130","ubiquitin binding",42,2,0.32,0.03994,"Molecular Functions",0.0476190476190476
"5239","evm.TU.chromosome_7.2755","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"5240","evm.TU.chromosome_7.1394","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5241","evm.TU.chromosome_7.1394","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5242","evm.TU.chromosome_7.1022","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"5243","evm.TU.chromosome_7.1022","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"5244","evm.TU.chromosome_7.1023","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5245","evm.TU.chromosome_7.1023","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5246","evm.TU.chromosome_7.1026","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5247","evm.TU.chromosome_7.1026","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5248","evm.TU.chromosome_7.1027","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5249","evm.TU.chromosome_7.1027","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5250","evm.TU.chromosome_7.1025","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5251","evm.TU.chromosome_7.1025","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5252","evm.TU.chromosome_7.480","GO:0051539","4 iron, 4 sulfur cluster binding",43,2,0.32,0.04169,"Molecular Functions",0.0465116279069767
"5253","evm.TU.chromosome_8.2623","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5254","evm.TU.chromosome_8.2623","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5255","evm.TU.chromosome_8.1675","GO:0031593","polyubiquitin modification-dependent protein bindin...",60,3,0.45,0.04839,"Molecular Functions",0.05
"5256","evm.TU.chromosome_8.81","GO:0005200","structural constituent of cytoskeleton",79,3,0.6,0.02189,"Molecular Functions",0.0379746835443038
"5257","evm.TU.chromosome_8.276","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"5258","evm.TU.chromosome_8.276","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"5259","evm.TU.chromosome_8.2315","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5260","evm.TU.chromosome_8.2315","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5261","evm.TU.chromosome_8.473","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5262","evm.TU.chromosome_8.2151","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5263","evm.TU.chromosome_8.1547","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5264","evm.TU.chromosome_8.1547","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5265","evm.TU.chromosome_8.1541","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5266","evm.TU.chromosome_8.1541","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5267","evm.TU.chromosome_8.1361","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"5268","evm.TU.chromosome_8.1361","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"5269","evm.TU.chromosome_8.141","GO:0005200","structural constituent of cytoskeleton",79,3,0.6,0.02189,"Molecular Functions",0.0379746835443038
"5270","evm.TU.chromosome_8.1288","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5271","evm.TU.chromosome_8.2764","GO:0031625","ubiquitin protein ligase binding",324,7,2.44,0.01155,"Molecular Functions",0.0216049382716049
"5272","evm.TU.chromosome_8.1072","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5273","evm.TU.chromosome_8.1072","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5274","evm.TU.chromosome_8.1073","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5275","evm.TU.chromosome_8.1073","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5276","evm.TU.chromosome_8.2486","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5277","evm.TU.chromosome_8.2486","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5278","evm.TU.chromosome_8.2741","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5279","evm.TU.chromosome_8.2741","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5280","evm.TU.chromosome_8.1629","GO:0031593","polyubiquitin modification-dependent protein bindin...",60,3,0.45,0.04839,"Molecular Functions",0.05
"5281","evm.TU.chromosome_8.763","GO:0008061","chitin binding",76,6,0.57,2.3e-05,"Molecular Functions",0.0789473684210526
"5282","evm.TU.chromosome_8.247","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5283","evm.TU.chromosome_8.247","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5284","evm.TU.chromosome_8.2340","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5285","evm.TU.chromosome_8.2340","GO:0004386","helicase activity",274,7,2.07,0.00407,"Molecular Functions",0.0255474452554745
"5286","evm.TU.chromosome_8.2340","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5287","evm.TU.chromosome_8.2340","GO:0004386","helicase activity",274,7,2.07,0.00407,"Molecular Functions",0.0255474452554745
"5288","evm.TU.chromosome_8.1275","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5289","evm.TU.chromosome_8.1275","GO:0031625","ubiquitin protein ligase binding",324,7,2.44,0.01155,"Molecular Functions",0.0216049382716049
"5290","evm.TU.chromosome_8.1515","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5291","evm.TU.chromosome_8.283","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"5292","evm.TU.chromosome_8.283","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"5293","evm.TU.chromosome_8.1330","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5294","evm.TU.chromosome_8.405","GO:0008061","chitin binding",76,6,0.57,2.3e-05,"Molecular Functions",0.0789473684210526
"5295","evm.TU.chromosome_8.402","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5296","evm.TU.chromosome_8.402","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5297","evm.TU.chromosome_8.2734","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5298","evm.TU.chromosome_8.2734","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5299","evm.TU.chromosome_8.2735","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5300","evm.TU.chromosome_8.2735","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5301","evm.TU.chromosome_8.2732","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5302","evm.TU.chromosome_8.2732","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5303","evm.TU.chromosome_8.1600","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5304","evm.TU.chromosome_8.1600","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5305","evm.TU.chromosome_8.135","GO:0031625","ubiquitin protein ligase binding",324,7,2.44,0.01155,"Molecular Functions",0.0216049382716049
"5306","evm.TU.chromosome_8.134","GO:0031625","ubiquitin protein ligase binding",324,7,2.44,0.01155,"Molecular Functions",0.0216049382716049
"5307","evm.TU.chromosome_8.137","GO:0031625","ubiquitin protein ligase binding",324,7,2.44,0.01155,"Molecular Functions",0.0216049382716049
"5308","evm.TU.chromosome_8.136","GO:0031625","ubiquitin protein ligase binding",324,7,2.44,0.01155,"Molecular Functions",0.0216049382716049
"5309","evm.TU.chromosome_8.1747","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5310","evm.TU.chromosome_8.1747","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5311","evm.TU.chromosome_8.716","GO:0005200","structural constituent of cytoskeleton",79,3,0.6,0.02189,"Molecular Functions",0.0379746835443038
"5312","evm.TU.chromosome_8.1692","GO:0031593","polyubiquitin modification-dependent protein bindin...",60,3,0.45,0.04839,"Molecular Functions",0.05
"5313","evm.TU.chromosome_8.1693","GO:0031593","polyubiquitin modification-dependent protein bindin...",60,3,0.45,0.04839,"Molecular Functions",0.05
"5314","evm.TU.chromosome_8.1698","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5315","evm.TU.chromosome_8.1172","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"5316","evm.TU.chromosome_8.218","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5317","evm.TU.chromosome_8.218","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5318","evm.TU.chromosome_8.212.1.5f15e60a","GO:0005200","structural constituent of cytoskeleton",79,3,0.6,0.02189,"Molecular Functions",0.0379746835443038
"5319","evm.TU.chromosome_8.212","GO:0005200","structural constituent of cytoskeleton",79,3,0.6,0.02189,"Molecular Functions",0.0379746835443038
"5320","evm.TU.chromosome_8.1155","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5321","evm.TU.chromosome_8.981_evm.TU.chromosome_8.982","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5322","evm.TU.chromosome_8.981_evm.TU.chromosome_8.982","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5323","evm.TU.chromosome_8.2473","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5324","evm.TU.chromosome_8.2473","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5325","evm.TU.chromosome_8.1930","GO:0005049","nuclear export signal receptor activity",5,1,0.04,0.03714,"Molecular Functions",0.2
"5326","evm.TU.chromosome_8.314","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5327","evm.TU.chromosome_8.2610","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5328","evm.TU.chromosome_8.2610","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5329","evm.TU.chromosome_8.663","GO:0004325","ferrochelatase activity",4,1,0.03,0.02982,"Molecular Functions",0.25
"5330","evm.TU.chromosome_8.663","GO:0004252","serine-type endopeptidase activity",302,7,2.28,0.00805,"Molecular Functions",0.0231788079470199
"5331","evm.TU.chromosome_8.503","GO:0008061","chitin binding",76,6,0.57,2.3e-05,"Molecular Functions",0.0789473684210526
"5332","evm.TU.chromosome_8.503","GO:0004568","chitinase activity",22,5,0.17,0.00011,"Molecular Functions",0.227272727272727
"5333","evm.TU.chromosome_8.1762","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
"5334","evm.TU.chromosome_8.1762","GO:0005524","ATP binding",2243,29,16.91,0.00245,"Molecular Functions",0.0129291127953634
