"","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","start","end","subject_start_end","total_bp_shared","query_similar","subject_similar","interaction_length","binding_type"
"6198","Cluster_4646","evm.TU.chromosome_14.5216",-0.522446122569877,0.477553877430122,0.94770871431841,167,-21.24,2,21,"645 667",20,"75.00%","85.00%",19,"CDS"
"6199","Cluster_4640","evm.TU.chromosome_14.5211",0.63439787419031,0.36560212580969,0.931950109077731,152,-20.07,2,18,"916 940",19,"68.42%","78.95%",16,"3'UTR"
"6200","Cluster_2972","evm.TU.chromosome_14.5218",-0.978320012404202,0.0216799875957978,0.868917032908369,143,-23.51,2,20,"663 684",18,"61.11%","66.67%",18,"3'UTR"
"6201","Cluster_1453","evm.TU.chromosome_9.2747",-0.42632693525045,0.57367306474955,0.959262465430085,165,-25.91,2,19,"493 515",18,"77.78%","88.89%",17,"CDS"
"6202","Cluster_3406","evm.TU.chromosome_12.153",-0.41750438524629,0.58249561475371,0.960652203012592,176,-34.69,2,21,"626 647",19,"73.68%","94.74%",19,"CDS"
"6203","Cluster_1453","evm.TU.chromosome_12.155",-0.820846191633552,0.179153808366448,0.904582859771347,159,-20.3,2,21,"15 37",20,"65.00%","85.00%",19,"CDS"
"6204","Cluster_4806","evm.TU.chromosome_11.1992",-0.0448225178478641,0.955177482152136,0.997722132066887,177,-21.19,2,21,"236 255",19,"89.47%","89.47%",19,"3'UTR"
"6205","Cluster_4425","evm.TU.chromosome_11.1993",0.578931608023596,0.421068391976404,0.941572719929279,156,-20.98,2,15,"14 34",13,"92.31%","92.31%",13,"3'UTR"
"6206","Cluster_1453","evm.TU.chromosome_11.1995",-0.365204004015352,0.634795995984648,0.967015985729506,150,-20.76,2,21,"549 574",23,"69.57%","69.57%",19,"CDS"
"6207","Cluster_998","evm.TU.chromosome_11.1999",0.726794876049998,0.273205123950002,0.91582415847677,165,-23.61,2,20,"901 920",18,"77.78%","88.89%",18,"3'UTR"
"6208","Cluster_1453","evm.TU.chromosome_2.139",-0.290232595352834,0.709767404647166,0.974290514347069,163,-20.97,2,21,"3232 3255",21,"76.19%","76.19%",19,"CDS"
"6209","Cluster_9000","evm.TU.chromosome_14.5962",0.970302556043157,0.0296974439568432,0.87172503161993,167,-23.21,2,21,"163 186",21,"76.19%","80.95%",19,"CDS"
"6210","Cluster_4831","evm.TU.chromosome_14.5961",-0.887763550320403,0.112236449679597,0.898703571176249,153,-20.76,2,21,"410 431",20,"75.00%","75.00%",19,"3'UTR"
"6211","Cluster_1192","evm.TU.chromosome_5.1705",-0.524441192533046,0.475558807466954,0.947340593809942,168,-21.94,2,21,"122 143",19,"78.95%","78.95%",19,"CDS"
"6212","Cluster_1453","evm.TU.chromosome_3.1462",-0.669822444455465,0.330177555544535,0.924858804824672,147,-20.24,2,21,"2359 2381",20,"60.00%","75.00%",19,"CDS"
"6213","Cluster_3406","evm.TU.chromosome_3.1463",-0.308388863347938,0.691611136652062,0.971787024094573,156,-20.64,2,20,"2879 2903",21,"76.19%","80.95%",18,"CDS"
"6214","Cluster_4425","evm.TU.chromosome_3.1463",0.48776389873769,0.51223610126231,0.952167581806346,155,-21.13,2,21,"1413 1436",21,"71.43%","71.43%",19,"CDS"
"6215","Cluster_2003","evm.TU.chromosome_2.687",0.875396121972685,0.124603878027315,0.898703571176249,153,-22.24,2,19,"483 505",18,"72.22%","77.78%",17,"3'UTR"
"6216","Cluster_9000","evm.TU.chromosome_14.1243",0.714651915027147,0.285348084972853,0.917040007012182,164,-21.15,2,21,"628 647",19,"78.95%","89.47%",19,"CDS"
"6217","Cluster_1192","evm.TU.chromosome_14.1246",-0.558741223252659,0.441258776747341,0.943346496281351,154,-20.05,2,21,"2975 2995",19,"63.16%","84.21%",19,"CDS"
"6218","Cluster_137","evm.TU.chromosome_3.733",0.903275575842504,0.0967244241574959,0.895956607460575,146,-23.98,2,16,"742 765",16,"75.00%","75.00%",14,"CDS"
"6219","Cluster_1453","evm.TU.chromosome_13.2486",0.813833452468645,0.186166547531355,0.905381184141016,162,-23.49,2,20,"1959 1981",19,"73.68%","84.21%",18,"CDS"
"6220","Cluster_9000","evm.TU.chromosome_5.765_evm.TU.chromosome_5.767",0.363325239628337,0.636674760371663,0.967315792171661,164,-22.53,2,21,"596 617",19,"73.68%","78.95%",19,"3'UTR"
"6221","Cluster_3889","evm.TU.chromosome_14.6732",-0.31027497026747,0.68972502973253,0.971697284791262,170,-22.54,2,19,"291 311",17,"82.35%","88.24%",17,"CDS"
"6222","Cluster_4425","evm.TU.chromosome_14.6730",0.135926854557839,0.864073145442161,0.988399525180145,151,-20.81,2,18,"320 340",16,"68.75%","87.50%",16,"3'UTR"
"6223","Cluster_1567","evm.TU.chromosome_14.6737",0.506331169169644,0.493668830830356,0.948904886719217,178,-20.54,2,21,"490 510",19,"89.47%","89.47%",19,"3'UTR"
"6224","Cluster_4696","evm.TU.chromosome_14.6734",0.865461057356349,0.134538942643651,0.898703571176249,166,-21.2,2,21,"589 613",22,"77.27%","81.82%",19,"CDS"
"6225","Cluster_1411","evm.TU.chromosome_5.2540",-0.913941426747013,0.0860585732529874,0.89164764980618,157,-20.09,2,21,"1861 1882",20,"75.00%","80.00%",19,"CDS"
"6226","Cluster_1453","evm.TU.chromosome_5.2540",-0.451714727601143,0.548285272398857,0.956900896537103,161,-21.2,2,18,"1571 1592",16,"75.00%","87.50%",16,"CDS"
"6227","Cluster_4696","evm.TU.chromosome_5.2541",0.882870541780925,0.117129458219075,0.898703571176249,163,-20.22,2,17,"2989 3011",16,"87.50%","87.50%",15,"CDS"
"6228","Cluster_137","evm.TU.chromosome_14.256",0.536892695964445,0.463107304035555,0.945837513817004,144,-20.24,2,18,"164 186",17,"70.59%","70.59%",16,"CDS"
"6229","Cluster_4640","evm.TU.chromosome_10.2008",-0.750197521574558,0.249802478425442,0.915026044476702,156,-21.66,2,21,"1291 1310",19,"78.95%","78.95%",19,"CDS"
"6230","Cluster_1453","evm.TU.chromosome_12.1059",0.732859879780967,0.267140120219032,0.915422789175048,156,-20.17,2,18,"1704 1726",17,"76.47%","82.35%",16,"CDS"
"6231","Cluster_9082","evm.TU.chromosome_1.1270",-0.208233175823256,0.791766824176744,0.982459994935456,151,-20.45,2,21,"1994 2017",21,"57.14%","80.95%",19,"CDS"
"6232","Cluster_9082","evm.TU.chromosome_1.1270",-0.208233175823256,0.791766824176744,0.982459994935456,159,-21.38,2,21,"6633 6655",20,"75.00%","75.00%",19,"CDS"
"6233","Cluster_3889","evm.TU.chromosome_1.107",0.984685579000705,0.0153144209992955,0.86039897557917,195,-35.88,2,20,"842 862",18,"100.00%","100.00%",18,"CDS"
"6234","Cluster_860","evm.TU.chromosome_1.103",-0.437656831668575,0.562343168331425,0.957667686476103,162,-22.14,2,21,"191 211",19,"73.68%","84.21%",19,"CDS"
"6235","Cluster_3889","evm.TU.chromosome_1.102",0.944072971108396,0.0559270288916036,0.881639241823197,187,-33.83,2,20,"1166 1186",18,"88.89%","100.00%",18,"CDS"
"6236","Cluster_9000","evm.TU.chromosome_12.2505",0.879814121545668,0.120185878454332,0.898703571176249,156,-21.23,2,21,"883 902",19,"73.68%","84.21%",19,"CDS"
"6237","Cluster_137","evm.TU.chromosome_12.2503",0.766587643129597,0.233412356870403,0.912173971783238,169,-21.25,2,19,"641 663",18,"83.33%","88.89%",17,"CDS"
"6238","Cluster_4806","evm.TU.chromosome_12.2508",0.106886951547334,0.893113048452666,0.99116198796808,168,-20.03,2,21,"104 125",19,"78.95%","78.95%",19,"CDS"
"6239","Cluster_1452","evm.TU.chromosome_9.814",0.0305934770312426,0.969406522968757,0.998919994501669,166,-21.57,2,21,"828 851",21,"80.95%","80.95%",19,"3'UTR"
"6240","Cluster_1411","evm.TU.chromosome_14.5550",0.166969476792252,0.833030523207748,0.986270246453296,158,-20.28,2,17,"457 477",15,"80.00%","93.33%",15,"CDS"
"6241","Cluster_1452","evm.TU.chromosome_14.1179",-0.0439181949338334,0.956081805066167,0.997865019743962,152,-20.5,2,17,"3499 3520",15,"73.33%","80.00%",15,"CDS"
"6242","Cluster_995","evm.TU.chromosome_13.3142",0.670067591094675,0.329932408905325,0.924791516519206,169,-20.78,2,19,"329 352",19,"84.21%","84.21%",17,"3'UTR"
"6243","Cluster_1411","evm.TU.chromosome_13.3142",-0.612749065087435,0.387250934912565,0.935782676124429,163,-21.47,2,21,"702 724",20,"70.00%","85.00%",19,"3'UTR"
"6244","Cluster_9205","evm.TU.chromosome_9.777",0.554955398564298,0.445044601435702,0.943919366321918,166,-22.58,2,20,"260 283",20,"80.00%","80.00%",18,"CDS"
"6245","Cluster_1453","evm.TU.chromosome_7.1708",-0.252485378867763,0.747514621132237,0.978014857832021,161,-25.72,2,20,"594 618",21,"71.43%","85.71%",18,"CDS"
"6246","Cluster_4425","evm.TU.chromosome_7.1708",0.61479452680256,0.38520547319744,0.935678832543353,161,-22.45,2,21,"499 521",21,"76.19%","80.95%",19,"3'UTR"
"6247","Cluster_2097","evm.TU.chromosome_11.939",0.0956456067047868,0.904354393295213,0.992596520981693,162,-20.97,2,20,"984 1006",19,"73.68%","84.21%",18,"CDS"
"6248","Cluster_4425","evm.TU.chromosome_7.1963",-0.385196663359069,0.614803336640931,0.964469164264061,155,-24.5,2,21,"1834 1858",22,"68.18%","72.73%",19,"CDS"
"6249","Cluster_9000","evm.TU.chromosome_7.1963",0.066162604422206,0.933837395577794,0.995781776008497,158,-25.47,2,21,"2947 2970",21,"71.43%","80.95%",19,"CDS"
"6250","Cluster_3044","evm.TU.chromosome_7.1962",-0.7300745902485,0.2699254097515,0.915422789175048,169,-23.54,2,21,"1268 1287",19,"78.95%","89.47%",19,"CDS"
"6251","Cluster_1453","evm.TU.chromosome_12.3368",-0.0215757972756887,0.978424202724311,0.999462953396615,163,-26.89,2,21,"1339 1361",20,"70.00%","85.00%",19,"CDS"
"6252","Cluster_4696","evm.TU.chromosome_12.3366",0.906167389089789,0.0938326109102108,0.894260592061391,164,-21.42,2,19,"3105 3125",17,"82.35%","88.24%",17,"CDS"
"6253","Cluster_2097","evm.TU.chromosome_11.934",0.509202515553695,0.490797484446305,0.94886216908148,174,-20.35,2,21,"102 122",19,"84.21%","89.47%",19,"CDS"
"6254","Cluster_4044","evm.TU.chromosome_7.2301",0.761020228534157,0.238979771465843,0.91375486972542,157,-21.73,2,21,"489 510",20,"75.00%","80.00%",19,"CDS"
"6255","Cluster_4425","evm.TU.chromosome_11.937",-0.0642176906206091,0.935782309379391,0.996039426729631,165,-22.6,2,20,"203 223",18,"77.78%","88.89%",18,"CDS"
"6256","Cluster_4831","evm.TU.chromosome_11.932",0.924798616303717,0.0752013836962829,0.885977118180164,166,-22.99,2,20,"621 643",19,"78.95%","84.21%",18,"CDS"
"6257","Cluster_9000","evm.TU.chromosome_7.111",0.679428651309432,0.320571348690568,0.923313526600409,150,-23.01,2,21,"657 674",19,"73.68%","78.95%",19,"CDS"
"6258","Cluster_4696","evm.TU.chromosome_7.114",-0.151574805043334,0.848425194956666,0.98753979593345,163,-20.37,2,20,"680 699",18,"83.33%","88.89%",18,"CDS"
"6259","Cluster_3406","evm.TU.chromosome_7.116",-0.581377125728287,0.418622874271712,0.941034959743942,155,-23.14,2,20,"1062 1080",18,"72.22%","83.33%",18,"CDS"
"6260","Cluster_4425","evm.TU.chromosome_7.116",-0.0911892324981259,0.908810767501874,0.992991292403099,153,-22.84,2,21,"1854 1873",19,"68.42%","78.95%",19,"CDS"
"6261","Cluster_4831","evm.TU.chromosome_14.1487",0.141237031387021,0.858762968612979,0.98826427665281,168,-24.38,2,20,"1155 1176",19,"84.21%","89.47%",18,"CDS"
"6262","Cluster_6059","evm.TU.chromosome_14.1487",0.712932494582619,0.287067505417381,0.917314242756548,157,-20.28,2,18,"1430 1451",16,"75.00%","81.25%",16,"CDS"
"6263","Cluster_3044","evm.TU.chromosome_11.278",0.965120422952991,0.0348795770470089,0.873656691082287,168,-20.62,2,21,"806 827",19,"73.68%","84.21%",19,"CDS"
"6264","Cluster_247","evm.TU.chromosome_11.273",0.984553558634241,0.0154464413657586,0.86039897557917,157,-20.09,2,19,"1653 1675",18,"72.22%","83.33%",17,"CDS"
"6265","Cluster_3331","evm.TU.chromosome_4.2017",-0.915740306930504,0.0842596930694963,0.890492974958075,149,-22.07,2,20,"1615 1635",18,"66.67%","77.78%",18,"CDS"
"6266","Cluster_3337","evm.TU.chromosome_4.2017",0.913477007193728,0.0865229928062719,0.891700478592926,149,-22.07,2,20,"1615 1635",18,"66.67%","77.78%",18,"CDS"
"6267","Cluster_3338","evm.TU.chromosome_4.2017",0.913477007193728,0.0865229928062717,0.891700478592926,149,-22.07,2,20,"1615 1635",18,"66.67%","77.78%",18,"CDS"
"6268","Cluster_5061","evm.TU.chromosome_2.1151",0.0121972456902735,0.987802754309727,0.999784943711591,166,-20.87,2,21,"673 693",19,"73.68%","89.47%",19,"3'UTR"
"6269","Cluster_2097","evm.TU.chromosome_2.1152",-0.167496367258959,0.832503632741041,0.986216686213783,169,-21.25,2,19,"1300 1322",18,"83.33%","88.89%",17,"CDS"
"6270","Cluster_9082","evm.TU.chromosome_2.1653",0.576159255382546,0.423840744617454,0.941608673932886,162,-22.99,2,21,"168 191",21,"76.19%","80.95%",19,"CDS"
"6271","Cluster_1453","evm.TU.chromosome_7.2489",0.900858761982268,0.0991412380177317,0.897029389844635,155,-24.56,2,21,"248 270",20,"70.00%","75.00%",19,"CDS"
"6272","Cluster_1453","evm.TU.chromosome_7.2489",0.900858761982268,0.0991412380177317,0.897029389844635,163,-24.23,2,21,"184 206",20,"75.00%","80.00%",19,"CDS"
"6273","Cluster_1192","evm.TU.chromosome_10.2614",-0.484348854475885,0.515651145524115,0.952231948970064,175,-22.98,2,21,"985 1007",20,"85.00%","85.00%",19,"CDS"
"6274","Cluster_995","evm.TU.chromosome_1.848",0.754069916166453,0.245930083833546,0.915026044476702,157,-23.54,2,21,"3960 3982",21,"76.19%","76.19%",19,"CDS"
"6275","Cluster_1192","evm.TU.chromosome_1.848",-0.215106826604679,0.784893173395321,0.981719612831598,162,-20.64,2,19,"4929 4950",17,"76.47%","82.35%",17,"CDS"
"6276","Cluster_2097","evm.TU.chromosome_1.848",-0.164119391771516,0.835880608228484,0.986360886208692,175,-25.08,2,21,"229 252",21,"76.19%","90.48%",19,"CDS"
"6277","Cluster_4831","evm.TU.chromosome_1.848",0.739835158911161,0.260164841088839,0.915422789175048,162,-24.9,2,20,"4028 4050",19,"73.68%","84.21%",18,"CDS"
"6278","Cluster_998","evm.TU.chromosome_14.3569",-0.888395816879197,0.111604183120803,0.898703571176249,164,-21.58,2,17,"397 417",15,"86.67%","86.67%",15,"3'UTR"
"6279","Cluster_492","evm.TU.chromosome_11.491",-0.216396976697946,0.783603023302053,0.981516624550643,178,-32.45,2,21,"278 298",19,"84.21%","94.74%",19,"CDS"
"6280","Cluster_998","evm.TU.chromosome_11.497",-0.241591079283254,0.758408920716746,0.978952880517339,156,-21.39,2,19,"811 830",17,"70.59%","88.24%",17,"3'UTR"
"6281","Cluster_1453","evm.TU.chromosome_7.2485",0.995728305856615,0.00427169414338467,0.808249928320758,163,-26.89,2,21,"688 710",20,"70.00%","85.00%",19,"CDS"
"6282","Cluster_1452","evm.TU.chromosome_9.1272",0.0870183857050886,0.912981614294911,0.993242788047559,154,-21.26,2,20,"316 340",21,"66.67%","76.19%",18,"CDS"
"6283","Cluster_3730","evm.TU.chromosome_7.2484",-0.532774747994513,0.467225252005487,0.946430192273133,167,-24.34,2,21,"1544 1566",20,"75.00%","85.00%",19,"CDS"
"6284","Cluster_3406","evm.TU.chromosome_2.1657",-0.813152365394889,0.186847634605111,0.905494633515401,175,-27.63,2,21,"1167 1189",20,"85.00%","85.00%",19,"CDS"
"6285","Cluster_3293","evm.TU.chromosome_4.1739",-0.685532338571237,0.314467661428763,0.921972425004588,187,-31.68,2,20,"309 329",18,"94.44%","94.44%",18,"CDS"
"6286","Cluster_4044","evm.TU.chromosome_4.1739",-0.637232262706182,0.362767737293818,0.93141970701251,179,-23.45,2,20,"341 362",18,"88.89%","88.89%",18,"CDS"
"6287","Cluster_2003","evm.TU.chromosome_7.1141",0.998838636290974,0.00116136370902566,0.711187363264013,161,-22,2,21,"1014 1033",19,"73.68%","84.21%",19,"CDS"
"6288","Cluster_3730","evm.TU.chromosome_7.1143",0.0289030446930805,0.97109695530692,0.999060197043259,175,-23.73,2,16,"171 192",14,"100.00%","100.00%",14,"CDS"
"6289","Cluster_1453","evm.TU.chromosome_7.1146",0.686874098817012,0.313125901182988,0.921853921251904,159,-24.96,2,21,"3762 3784",20,"65.00%","85.00%",19,"CDS"
"6290","Cluster_4425","evm.TU.chromosome_7.1146",0.890317424724035,0.109682575275965,0.898703571176249,156,-21.94,2,18,"3321 3343",17,"76.47%","82.35%",16,"CDS"
"6291","Cluster_1452","evm.TU.chromosome_5.323",-0.257329136946587,0.742670863053412,0.977487959905721,168,-22.12,2,21,"232 253",19,"73.68%","84.21%",19,"CDS"
"6292","Cluster_1192","evm.TU.chromosome_14.1003",-0.648076853746976,0.351923146253024,0.929183658070745,169,-22.9,2,18,"298 319",16,"81.25%","93.75%",16,"3'UTR"
"6293","Cluster_1567","evm.TU.chromosome_12.3085",0.76463270040781,0.23536729959219,0.912680664099541,179,-23.96,2,21,"589 611",20,"85.00%","90.00%",19,"3'UTR"
"6294","Cluster_3331","evm.TU.chromosome_14.3530",-0.0744902642574535,0.925509735742547,0.994861912028282,152,-20.85,2,18,"1869 1893",19,"73.68%","73.68%",16,"CDS"
"6295","Cluster_3337","evm.TU.chromosome_14.3530",-0.273206422258707,0.726793577741293,0.975841471866132,152,-20.85,2,18,"1869 1893",19,"73.68%","73.68%",16,"CDS"
"6296","Cluster_3338","evm.TU.chromosome_14.3530",-0.273206422258707,0.726793577741293,0.975841471866132,152,-20.85,2,18,"1869 1893",19,"73.68%","73.68%",16,"CDS"
"6297","Cluster_1453","evm.TU.chromosome_2.1635",-0.0391022342748848,0.960897765725115,0.998189026881442,154,-24.54,2,21,"659 679",19,"68.42%","78.95%",19,"3'UTR"
"6298","Cluster_1473","evm.TU.chromosome_8.1082",-0.95827344993541,0.0417265500645902,0.876778700258338,166,-20.69,2,20,"56 79",20,"80.00%","80.00%",18,"3'UTR"
"6299","Cluster_8986","evm.TU.chromosome_8.2192",0.605235903929816,0.394764096070184,0.936770315649759,158,-22.55,2,21,"3270 3295",23,"69.57%","78.26%",19,"CDS"
"6300","Cluster_492","evm.TU.chromosome_8.2193",-0.747341989999372,0.252658010000627,0.915049819222008,162,-20.29,2,21,"1588 1613",23,"73.91%","78.26%",19,"CDS"
"6301","Cluster_995","evm.TU.chromosome_2.1986",-0.054863030519336,0.945136969480664,0.996899439317647,159,-20.88,2,21,"2932 2956",22,"72.73%","72.73%",19,"CDS"
"6302","Cluster_137","evm.TU.chromosome_2.1987",-0.996033620135739,0.00396637986426076,0.803723972109523,156,-20.48,2,20,"73 94",19,"78.95%","78.95%",18,"3'UTR"
"6303","Cluster_860","evm.TU.chromosome_2.1987",0.868540645122305,0.131459354877695,0.898703571176249,161,-20.56,2,20,"3517 3537",18,"77.78%","83.33%",18,"CDS"
"6304","Cluster_1483","evm.TU.chromosome_2.1987",-0.779209913315599,0.2207900866844,0.91005285916268,163,-21.17,2,21,"2870 2894",22,"72.73%","77.27%",19,"CDS"
"6305","Cluster_3406","evm.TU.chromosome_2.1987",-0.108131349697415,0.891868650302585,0.991006275403042,162,-23.85,2,16,"2588 2610",15,"86.67%","93.33%",14,"CDS"
"6306","Cluster_998","evm.TU.chromosome_2.1983",0.870830767721952,0.129169232278048,0.898703571176249,171,-22.46,2,20,"3683 3703",18,"72.22%","94.44%",18,"CDS"
"6307","Cluster_3730","evm.TU.chromosome_2.1983",0.643657529070662,0.356342470929338,0.930078927335214,170,-20.88,2,21,"197 221",22,"81.82%","81.82%",19,"3'UTR"
"6308","Cluster_860","evm.TU.chromosome_11.1712",-0.849212337793288,0.150787662206712,0.898703571176249,159,-20.06,2,21,"3171 3193",20,"70.00%","80.00%",19,"CDS"
"6309","Cluster_2151","evm.TU.chromosome_11.1713",0.425395933465059,0.574604066534941,0.959388597537812,184,-20.36,2,21,"915 936",19,"84.21%","94.74%",19,"3'UTR"
"6310","Cluster_449","evm.TU.chromosome_11.1711",-0.301084993989469,0.698915006010531,0.97274626174915,159,-20.37,2,21,"2428 2452",22,"68.18%","77.27%",19,"CDS"
"6311","Cluster_508","evm.TU.chromosome_11.1711",-0.898576780091202,0.101423219908798,0.897342884790397,172,-20.27,2,21,"75 96",19,"78.95%","84.21%",19,"CDS"
"6312","Cluster_1192","evm.TU.chromosome_11.1711",-0.791816340126267,0.208183659873733,0.907081970288112,166,-22.63,2,17,"4366 4386",15,"93.33%","93.33%",15,"CDS"
"6313","Cluster_137","evm.TU.chromosome_11.1716",0.427473883857795,0.572526116142205,0.959057133855726,151,-22.17,2,17,"1395 1418",17,"76.47%","76.47%",15,"CDS"
"6314","Cluster_3331","evm.TU.chromosome_7.255",-0.800871580914298,0.199128419085702,0.906229497308454,176,-21.93,2,21,"389 410",19,"84.21%","84.21%",19,"CDS"
"6315","Cluster_3337","evm.TU.chromosome_7.255",0.673063777772567,0.326936222227433,0.924239866815773,176,-21.93,2,21,"389 410",19,"84.21%","84.21%",19,"CDS"
"6316","Cluster_3338","evm.TU.chromosome_7.255",0.673063777772567,0.326936222227433,0.924239866815773,176,-21.93,2,21,"389 410",19,"84.21%","84.21%",19,"CDS"
"6317","Cluster_4831","evm.TU.chromosome_7.253",0.199232152473293,0.800767847526707,0.983414340821068,169,-26.3,2,21,"2959 2980",20,"85.00%","85.00%",19,"CDS"
"6318","Cluster_1453","evm.TU.chromosome_12.2523",-0.509141500221353,0.490858499778647,0.94886216908148,153,-21.79,2,20,"65 88",20,"65.00%","85.00%",18,"3'UTR"
"6319","Cluster_2097","evm.TU.chromosome_13.1393",-0.0546444027892416,0.945355597210758,0.996924427745445,155,-20.45,2,21,"2905 2929",22,"63.64%","77.27%",19,"CDS"
"6320","Cluster_2003","evm.TU.chromosome_13.1396",-0.999318106781844,0.000681893218156058,0.626557380164928,153,-21.27,2,21,"3291 3310",19,"73.68%","73.68%",19,"CDS"
"6321","Cluster_1452","evm.TU.chromosome_1.1781",-0.605119018974,0.394880981026,0.936805198374826,161,-22.21,2,20,"450 470",18,"72.22%","88.89%",18,"3'UTR"
"6322","Cluster_137","evm.TU.chromosome_14.1827",-0.176474098688729,0.823525901311271,0.985285652835942,160,-20.01,2,21,"1563 1584",19,"68.42%","78.95%",19,"CDS"
"6323","Cluster_995","evm.TU.chromosome_14.1827",-0.410825470722683,0.589174529277317,0.961166457918944,156,-20.72,2,21,"3550 3571",19,"68.42%","73.68%",19,"CDS"
"6324","Cluster_2097","evm.TU.chromosome_14.1827",0.100214717641407,0.899785282358593,0.992014679107459,165,-22.39,2,21,"2393 2414",20,"80.00%","85.00%",19,"CDS"
"6325","Cluster_3406","evm.TU.chromosome_5.229",0.154385480900732,0.845614519099268,0.987151088152187,162,-27.94,2,21,"148 171",21,"71.43%","85.71%",19,"CDS"
"6326","Cluster_5061","evm.TU.chromosome_13.1645",-0.26502823836737,0.73497176163263,0.976458048822982,159,-22.33,2,21,"1388 1411",21,"71.43%","76.19%",19,"CDS"
"6327","Cluster_1483","evm.TU.chromosome_13.1642",-0.562110797371262,0.437889202628738,0.943169921698851,166,-20.01,2,19,"976 997",17,"82.35%","82.35%",17,"3'UTR"
"6328","Cluster_4425","evm.TU.chromosome_1.122",0.287630561619323,0.712369438380677,0.97457459768,158,-25.04,2,21,"1248 1268",19,"73.68%","78.95%",19,"CDS"
"6329","Cluster_2097","evm.TU.chromosome_1.127",-0.205276551423021,0.794723448576979,0.982628890927045,175,-22.1,2,20,"354 375",18,"83.33%","88.89%",18,"CDS"
"6330","Cluster_860","evm.TU.chromosome_11.2672",-0.800818006878654,0.199181993121346,0.906229497308454,158,-25.04,2,21,"383 408",23,"69.57%","78.26%",19,"CDS"
"6331","Cluster_9082","evm.TU.chromosome_6.1282",-0.507911590664383,0.492088409335617,0.94886216908148,171,-25.05,2,21,"183 205",20,"80.00%","85.00%",19,"CDS"
"6332","Cluster_137","evm.TU.chromosome_8.1505",-0.406384034333339,0.593615965666661,0.961821684311222,159,-25.31,2,20,"532 553",18,"72.22%","77.78%",18,"CDS"
"6333","Cluster_1453","evm.TU.chromosome_8.1507",0.9456483463721,0.0543516536279003,0.881247913366164,160,-23.82,2,19,"480 500",17,"76.47%","88.24%",17,"CDS"
"6334","Cluster_4044","evm.TU.chromosome_8.1508",0.824967261984344,0.175032738015656,0.904278097489127,157,-20.49,2,15,"409 431",14,"85.71%","92.86%",13,"CDS"
"6335","Cluster_4754","evm.TU.chromosome_14.4953",-0.371105056748614,0.628894943251386,0.966136748141717,175,-23.01,2,20,"715 736",18,"83.33%","88.89%",18,"3'UTR"
"6336","Cluster_3730","evm.TU.chromosome_9.178",0.534062246399172,0.465937753600828,0.946379685582028,175,-30.23,2,21,"608 630",20,"80.00%","90.00%",19,"CDS"
"6337","Cluster_3889","evm.TU.chromosome_9.179",0.10375345542903,0.89624654457097,0.99157834792137,154,-21.85,2,17,"1 20",19,"78.95%","78.95%",15,"3'UTR"
"6338","Cluster_1453","evm.TU.chromosome_14.4956",-0.296135114261933,0.703864885738067,0.97345233983574,160,-23.46,2,18,"2223 2245",17,"76.47%","88.24%",16,"CDS"
"6339","Cluster_1452","evm.TU.chromosome_14.4957",0.817250006931566,0.182749993068434,0.90462203672632,158,-20.88,2,19,"1092 1113",17,"70.59%","82.35%",17,"CDS"
"6340","Cluster_3044","evm.TU.chromosome_14.4957",-0.213507501456131,0.786492498543869,0.981860448602422,169,-21.33,2,18,"1316 1337",16,"81.25%","93.75%",16,"CDS"
"6341","Cluster_2097","evm.TU.chromosome_9.172",-0.258586548074871,0.741413451925129,0.977256036782868,158,-20.53,2,21,"605 631",24,"66.67%","79.17%",19,"CDS"
"6342","Cluster_9205","evm.TU.chromosome_9.172",0.408855937863465,0.591144062136535,0.961313773472591,169,-22.58,2,19,"833 855",18,"83.33%","88.89%",17,"3'UTR"
"6343","Cluster_1453","evm.TU.chromosome_9.173",-0.186668997056253,0.813331002943747,0.984143274374646,142,-22.76,2,21,"158 184",24,"54.17%","75.00%",19,"CDS"
"6344","Cluster_4696","evm.TU.chromosome_6.1288",-0.258655473276113,0.741344526723887,0.97725214733566,153,-21.79,2,21,"568 591",22,"68.18%","77.27%",19,"CDS"
"6345","Cluster_4806","evm.TU.chromosome_14.5024",0.559677244629405,0.440322755370595,0.943205061944196,158,-20.11,2,21,"558 582",22,"72.73%","77.27%",19,"3'UTR"
"6346","Cluster_1453","evm.TU.chromosome_14.5023",0.209071941044675,0.790928058955325,0.982343870699438,157,-22.07,2,19,"1964 1986",18,"72.22%","83.33%",17,"CDS"
"6347","Cluster_1453","evm.TU.chromosome_5.1",-0.851165898915027,0.148834101084973,0.898703571176249,152,-23.02,2,19,"3 26",19,"73.68%","78.95%",17,"CDS"
"6348","Cluster_1452","evm.TU.chromosome_5.6",-0.780869455581917,0.219130544418083,0.909598653418818,172,-28.46,2,21,"189 210",19,"78.95%","84.21%",19,"CDS"
"6349","Cluster_2097","evm.TU.chromosome_5.5",0.880869595712948,0.119130404287052,0.898703571176249,158,-24.52,2,21,"166 191",23,"65.22%","82.61%",19,"CDS"
"6350","Cluster_4831","evm.TU.chromosome_5.5",-0.496236830086414,0.503763169913586,0.95086209148936,159,-24.32,2,20,"1634 1655",18,"66.67%","83.33%",18,"CDS"
