"","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","start","end","subject_start_end","total_bp_shared","query_similar","subject_similar","interaction_length","binding_type"
"4943","Cluster_4044","evm.TU.chromosome_14.5319",-0.0881659657833354,0.911834034216665,0.980171526020405,175,-26.97,2,21,"2017 2039",20,"85.00%","85.00%",19,"CDS"
"4944","Cluster_1192","evm.TU.chromosome_10.1718",0.830084585911552,0.169915414088448,0.83275037842913,162,-20.48,2,21,"1495 1519",22,"77.27%","77.27%",19,"CDS"
"4945","Cluster_1772","evm.TU.chromosome_14.5312",-0.987596148452838,0.0124038515471622,0.83275037842913,151,-20.55,2,21,"544 569",23,"65.22%","69.57%",19,"3'UTR"
"4946","Cluster_3730","evm.TU.chromosome_14.5312",-0.618799667945659,0.381200332054341,0.855602962811425,166,-20.14,2,17,"1306 1326",15,"93.33%","93.33%",15,"CDS"
"4947","Cluster_3730","evm.TU.chromosome_14.5316",0.517224928894937,0.482775071105063,0.877356465014525,166,-20.14,2,17,"2104 2124",15,"93.33%","93.33%",15,"CDS"
"4948","Cluster_492","evm.TU.chromosome_9.2917",0.250718118125538,0.749281881874462,0.942396272112234,160,-21.63,2,21,"4387 4406",19,"78.95%","84.21%",19,"CDS"
"4949","Cluster_508","evm.TU.chromosome_9.2917",-0.901520019076701,0.0984799809232986,0.83275037842913,155,-20.25,2,21,"2035 2058",21,"66.67%","76.19%",19,"CDS"
"4950","Cluster_4425","evm.TU.chromosome_9.2917",-0.983187600433878,0.0168123995661217,0.83275037842913,151,-20.32,2,21,"6723 6745",20,"65.00%","75.00%",19,"CDS"
"4951","Cluster_4425","evm.TU.chromosome_9.2917",-0.983187600433878,0.0168123995661217,0.83275037842913,154,-21.98,2,19,"97 118",17,"70.59%","76.47%",17,"CDS"
"4952","Cluster_4640","evm.TU.chromosome_9.2917",-0.912394203030593,0.0876057969694069,0.83275037842913,161,-20.19,2,21,"678 704",24,"75.00%","79.17%",19,"CDS"
"4953","Cluster_4754","evm.TU.chromosome_9.2916",-0.50764164366029,0.49235835633971,0.879624124278012,168,-20.47,2,21,"692 713",19,"78.95%","78.95%",19,"3'UTR"
"4954","Cluster_3037","evm.TU.chromosome_4.1805",0.0897649468908109,0.910235053109189,0.979796505798637,165,-20.86,2,20,"963 982",18,"77.78%","88.89%",18,"CDS"
"4955","Cluster_3406","evm.TU.chromosome_4.1805",0.332499844965306,0.667500155034694,0.919378065545147,159,-20.28,2,18,"467 487",16,"81.25%","87.50%",16,"CDS"
"4956","Cluster_3293","evm.TU.chromosome_4.1804",-0.07724643368965,0.92275356631035,0.982873064632838,178,-28.17,2,19,"294 314",17,"88.24%","94.12%",17,"CDS"
"4957","Cluster_2151","evm.TU.chromosome_4.1806",-0.957437374353553,0.0425626256464471,0.83275037842913,176,-21.38,2,18,"1241 1263",17,"94.12%","94.12%",16,"CDS"
"4958","Cluster_3406","evm.TU.chromosome_4.1806",0.275291019181116,0.724708980818884,0.936095950830907,150,-20.08,2,21,"810 834",22,"63.64%","77.27%",19,"CDS"
"4959","Cluster_1192","evm.TU.chromosome_2.1870",0.501897687573101,0.498102312426899,0.881292127202368,167,-28.18,2,21,"44 66",20,"70.00%","90.00%",19,"CDS"
"4960","Cluster_998","evm.TU.chromosome_11.342",0.842850275605372,0.157149724394628,0.83275037842913,159,-20.84,2,20,"2277 2297",18,"72.22%","77.78%",18,"CDS"
"4961","Cluster_4831","evm.TU.chromosome_11.341",0.51676508371381,0.48323491628619,0.877585018658457,160,-20.42,2,17,"4610 4631",15,"80.00%","86.67%",15,"CDS"
"4962","Cluster_1453","evm.TU.chromosome_11.347",0.718542140267972,0.281457859732028,0.838321603614276,163,-20.63,2,21,"38 61",21,"71.43%","80.95%",19,"3'UTR"
"4963","Cluster_4646","evm.TU.chromosome_11.346",0.112832684109498,0.887167315890502,0.974414925352716,158,-21.62,2,21,"2816 2841",23,"69.57%","78.26%",19,"CDS"
"4964","Cluster_1453","evm.TU.chromosome_11.344",0.593373457819949,0.406626542180051,0.86210125481498,154,-20.42,2,21,"1120 1143",21,"71.43%","76.19%",19,"CDS"
"4965","Cluster_3037","evm.TU.chromosome_11.348",0.801047834550594,0.198952165449406,0.83275037842913,166,-21.23,2,20,"630 651",19,"73.68%","89.47%",18,"CDS"
"4966","Cluster_492","evm.TU.chromosome_11.2733",0.407252390135864,0.592747609864136,0.898271955873042,165,-22.52,2,21,"4375 4394",19,"78.95%","84.21%",19,"CDS"
"4967","Cluster_9000","evm.TU.chromosome_11.2733",-0.439343089305962,0.560656910694038,0.89124709435738,172,-25.36,2,21,"5193 5214",19,"78.95%","84.21%",19,"CDS"
"4968","Cluster_860","evm.TU.chromosome_13.2847",-0.928237886114294,0.0717621138857056,0.83275037842913,167,-21.01,2,20,"3226 3247",18,"72.22%","88.89%",18,"CDS"
"4969","Cluster_1453","evm.TU.chromosome_13.2847",0.737586860236285,0.262413139763715,0.834798077951176,155,-20.43,2,20,"1199 1220",18,"61.11%","83.33%",18,"CDS"
"4970","Cluster_3406","evm.TU.chromosome_13.2847",0.0577092321074522,0.942290767892548,0.987916128337669,156,-21.05,2,21,"3173 3194",19,"63.16%","78.95%",19,"CDS"
"4971","Cluster_3730","evm.TU.chromosome_13.2847",-0.773117953756268,0.226882046243732,0.83275037842913,174,-20.29,2,21,"439 462",21,"85.71%","85.71%",19,"CDS"
"4972","Cluster_1453","evm.TU.chromosome_2.1060",0.822969211820043,0.177030788179957,0.83275037842913,166,-22.95,2,21,"1562 1582",19,"78.95%","84.21%",19,"CDS"
"4973","Cluster_1155","evm.TU.chromosome_2.1067",-0.884179840274268,0.115820159725732,0.83275037842913,173,-20.76,2,21,"233 252",19,"84.21%","89.47%",19,"3'UTR"
"4974","Cluster_4425","evm.TU.chromosome_11.805",-0.565488303759515,0.434511696240485,0.866072611157006,153,-21.01,2,19,"26 49",19,"68.42%","78.95%",17,"3'UTR"
"4975","Cluster_9000","evm.TU.chromosome_13.2899",0.151698460997732,0.848301539002268,0.96699116847278,175,-23.32,2,20,"293 314",18,"77.78%","94.44%",18,"CDS"
"4976","Cluster_4831","evm.TU.chromosome_13.2896",0.784355100449772,0.215644899550228,0.83275037842913,154,-21.8,2,16,"1437 1459",15,"80.00%","86.67%",14,"CDS"
"4977","Cluster_4831","evm.TU.chromosome_13.2890",-0.073685324068838,0.926314675931162,0.983737013851695,159,-20.51,2,21,"290 314",22,"72.73%","72.73%",19,"3'UTR"
"4978","Cluster_1453","evm.TU.chromosome_5.1708",0.936478040118815,0.0635219598811851,0.83275037842913,157,-24.41,2,20,"553 578",22,"68.18%","81.82%",18,"3'UTR"
"4979","Cluster_2097","evm.TU.chromosome_5.252",0.171491406037053,0.828508593962947,0.962326785348811,158,-21.13,2,21,"1593 1613",19,"73.68%","78.95%",19,"CDS"
"4980","Cluster_8986","evm.TU.chromosome_5.252",-0.500932197316892,0.499067802683108,0.881650449651661,171,-20.52,2,20,"2221 2242",18,"77.78%","88.89%",18,"CDS"
"4981","Cluster_8986","evm.TU.chromosome_4.775",-0.344515792453952,0.655484207546048,0.915199359776619,169,-22.39,2,19,"308 330",18,"83.33%","88.89%",17,"3'UTR"
"4982","Cluster_1473","evm.TU.chromosome_4.771",-0.432196886596783,0.567803113403217,0.892333881948209,166,-22.81,2,20,"192 215",20,"75.00%","85.00%",18,"3'UTR"
"4983","Cluster_1453","evm.TU.chromosome_4.770",0.647758313645194,0.352241686354806,0.849625466855749,158,-21.15,2,21,"266 289",21,"76.19%","76.19%",19,"3'UTR"
"4984","Cluster_4640","evm.TU.chromosome_4.770",-0.571361935835052,0.428638064164948,0.865332536882315,163,-20.14,2,18,"428 448",16,"81.25%","93.75%",16,"CDS"
"4985","Cluster_1453","evm.TU.chromosome_13.569",0.824735258430861,0.175264741569139,0.83275037842913,149,-20.14,2,21,"541 562",20,"65.00%","80.00%",19,"CDS"
"4986","Cluster_9000","evm.TU.chromosome_14.1170",-0.227707979835946,0.772292020164054,0.94848126759559,162,-20.64,2,21,"722 742",19,"78.95%","78.95%",19,"3'UTR"
"4987","Cluster_4425","evm.TU.chromosome_14.1178",0.564518830255272,0.435481169744728,0.866291414081134,151,-23.81,2,21,"2921 2944",21,"61.90%","76.19%",19,"CDS"
"4988","Cluster_3730","evm.TU.chromosome_13.3141",0.497288084182848,0.502711915817152,0.882876070977632,163,-20.14,2,18,"1556 1576",16,"87.50%","87.50%",16,"CDS"
"4989","Cluster_4696","evm.TU.chromosome_13.3141",0.445025736801719,0.554974263198281,0.88993296966646,175,-25.74,2,21,"1311 1333",20,"85.00%","85.00%",19,"CDS"
"4990","Cluster_2097","evm.TU.chromosome_13.3144",0.336818730934678,0.663181269065322,0.917941806597847,166,-22.02,2,20,"693 715",19,"73.68%","89.47%",18,"CDS"
"4991","Cluster_1453","evm.TU.chromosome_9.1033",0.793605932034484,0.206394067965516,0.83275037842913,165,-21.85,2,19,"440 462",18,"77.78%","88.89%",17,"CDS"
"4992","Cluster_1453","evm.TU.chromosome_9.1033",0.793605932034484,0.206394067965516,0.83275037842913,168,-20.87,2,21,"385 406",19,"73.68%","84.21%",19,"CDS"
"4993","Cluster_508","evm.TU.chromosome_9.1035",-0.564787038119499,0.435212961880501,0.866225655930365,155,-20.8,2,21,"998 1026",26,"65.38%","69.23%",19,"CDS"
"4994","Cluster_2003","evm.TU.chromosome_7.1707",0.569146989036935,0.430853010963065,0.865332536882315,149,-20.66,2,19,"802 824",18,"66.67%","77.78%",17,"3'UTR"
"4995","Cluster_4696","evm.TU.chromosome_7.1704",-0.054294759810768,0.945705240189232,0.988728240599109,155,-20.79,2,21,"180 202",20,"65.00%","80.00%",19,"CDS"
"4996","Cluster_5061","evm.TU.chromosome_7.1704",0.0899761127424715,0.910023887257528,0.979732387727583,171,-20.76,2,21,"543 565",20,"80.00%","85.00%",19,"CDS"
"4997","Cluster_1155","evm.TU.chromosome_13.2239",-0.749270890842636,0.250729109157364,0.833315545275283,173,-21.02,2,21,"577 596",19,"84.21%","89.47%",19,"3'UTR"
"4998","Cluster_3293","evm.TU.chromosome_13.2239",0.669523321276826,0.330476678723174,0.845341158473103,162,-20.19,2,19,"274 294",17,"76.47%","82.35%",17,"3'UTR"
"4999","Cluster_9000","evm.TU.chromosome_13.2239",-0.290726709073881,0.709273290926119,0.932055030888812,163,-22.62,2,21,"800 822",20,"70.00%","85.00%",19,"CDS"
"5000","Cluster_1453","evm.TU.chromosome_12.3303",0.927907448092983,0.0720925519070171,0.83275037842913,160,-21.57,2,20,"3723 3742",18,"77.78%","83.33%",18,"CDS"
"5001","Cluster_1453","evm.TU.chromosome_12.3303",0.927907448092983,0.0720925519070171,0.83275037842913,163,-20.62,2,21,"3027 3049",20,"75.00%","80.00%",19,"CDS"
"5002","Cluster_492","evm.TU.chromosome_13.2232",0.439935725843128,0.560064274156872,0.891064879523712,157,-20.31,2,19,"769 791",18,"72.22%","83.33%",17,"CDS"
"5003","Cluster_3730","evm.TU.chromosome_13.2232",0.234297524954546,0.765702475045454,0.946983174116891,154,-21.74,2,21,"2983 3006",21,"71.43%","76.19%",19,"CDS"
"5004","Cluster_2003","evm.TU.chromosome_13.2233",0.116218686577173,0.883781313422827,0.973869408867798,151,-20.04,2,21,"21 39",19,"73.68%","78.95%",19,"3'UTR"
"5005","Cluster_4640","evm.TU.chromosome_13.2237",0.113138096134811,0.886861903865189,0.974345604282813,161,-20.07,2,15,"32 54",14,"92.86%","92.86%",13,"CDS"
"5006","Cluster_860","evm.TU.chromosome_13.2235",-0.983056150982901,0.0169438490170987,0.83275037842913,157,-23.21,2,20,"1838 1861",20,"70.00%","85.00%",18,"CDS"
"5007","Cluster_3406","evm.TU.chromosome_13.2235",0.156902636305023,0.843097363694977,0.96600869916467,163,-27.33,2,17,"900 922",16,"81.25%","93.75%",15,"3'UTR"
"5008","Cluster_4425","evm.TU.chromosome_13.2235",-0.857101075982568,0.142898924017432,0.83275037842913,158,-20.83,2,20,"903 926",20,"65.00%","85.00%",18,"3'UTR"
"5009","Cluster_4425","evm.TU.chromosome_10.606",-0.938637653116983,0.0613623468830168,0.83275037842913,166,-28.77,2,21,"661 686",23,"78.26%","78.26%",19,"CDS"
"5010","Cluster_1453","evm.TU.chromosome_14.6339",0.924722767161652,0.075277232838348,0.83275037842913,160,-23.46,2,18,"1251 1273",17,"76.47%","88.24%",16,"CDS"
"5011","Cluster_4696","evm.TU.chromosome_6.2161",-0.539787570589763,0.460212429410237,0.870695531453502,171,-24.58,2,18,"72 92",16,"93.75%","93.75%",16,"3'UTR"
"5012","Cluster_1411","evm.TU.chromosome_6.2165",-0.557717239335114,0.442282760664886,0.867506740403483,162,-20.08,2,21,"1443 1468",23,"73.91%","78.26%",19,"CDS"
"5013","Cluster_492","evm.TU.chromosome_6.2166",0.589718718798988,0.410281281201012,0.862562192311741,159,-21.13,2,21,"1344 1366",20,"75.00%","75.00%",19,"CDS"
"5014","Cluster_2003","evm.TU.chromosome_2.1833",0.613767380260915,0.386232619739085,0.857455038703349,157,-23.37,2,17,"817 838",16,"87.50%","87.50%",15,"CDS"
"5015","Cluster_4831","evm.TU.chromosome_2.1834",0.48418269232237,0.51581730767763,0.886397806141982,160,-23.31,2,21,"1104 1125",19,"68.42%","78.95%",19,"CDS"
"5016","Cluster_860","evm.TU.chromosome_8.30",-0.575731732438844,0.424268267561156,0.864697707023936,172,-20.44,2,21,"190 211",19,"78.95%","84.21%",19,"CDS"
"5017","Cluster_2003","evm.TU.chromosome_8.32",0.619470555135254,0.380529444864746,0.855602962811425,151,-22.32,2,21,"1412 1434",20,"70.00%","70.00%",19,"CDS"
"5018","Cluster_4425","evm.TU.chromosome_8.35",-0.577483639251525,0.422516360748475,0.864178381246496,167,-26.02,2,18,"95 115",16,"87.50%","93.75%",16,"3'UTR"
"5019","Cluster_4640","evm.TU.chromosome_8.35",-0.394172521268054,0.605827478731946,0.901357431138249,168,-22.39,2,21,"46 67",19,"73.68%","84.21%",19,"CDS"
"5020","Cluster_995","evm.TU.chromosome_14.2521",0.649921438940301,0.350078561059699,0.849499078805115,162,-20.75,2,21,"453 473",19,"78.95%","78.95%",19,"3'UTR"
"5021","Cluster_492","evm.TU.chromosome_11.3036",-0.581424580182577,0.418575419817423,0.863832209571065,159,-20.24,2,21,"574 598",22,"68.18%","77.27%",19,"CDS"
"5022","Cluster_4696","evm.TU.chromosome_6.2839",-0.796410470358525,0.203589529641475,0.83275037842913,157,-21.96,2,16,"665 685",14,"85.71%","92.86%",14,"CDS"
"5023","Cluster_1453","evm.TU.chromosome_6.2832",0.831305102821998,0.168694897178002,0.83275037842913,159,-21.53,2,20,"59 79",19,"78.95%","84.21%",18,"3'UTR"
"5024","Cluster_998","evm.TU.chromosome_6.2831",0.076479148771575,0.923520851228425,0.983075056456671,160,-23.03,2,20,"206 224",18,"77.78%","83.33%",18,"CDS"
"5025","Cluster_1452","evm.TU.chromosome_6.2831",0.764542007653067,0.235457992346933,0.83275037842913,167,-22.68,2,18,"397 417",16,"87.50%","93.75%",16,"3'UTR"
"5026","Cluster_9000","evm.TU.chromosome_6.2831",-0.615370207454396,0.384629792545604,0.856774556568732,162,-22.6,2,21,"231 251",19,"73.68%","84.21%",19,"CDS"
"5027","Cluster_1192","evm.TU.chromosome_6.2830",-0.551557470799378,0.448442529200622,0.867813350231037,146,-20.82,2,21,"1174 1202",26,"61.54%","69.23%",19,"CDS"
"5028","Cluster_3293","evm.TU.chromosome_3.1963",-0.596289147719888,0.403710852280112,0.861535025854175,165,-20.15,2,18,"292 312",16,"81.25%","87.50%",16,"CDS"
"5029","Cluster_8986","evm.TU.chromosome_3.1963",0.871685287218443,0.128314712781557,0.83275037842913,166,-23.19,2,21,"851 871",19,"78.95%","84.21%",19,"3'UTR"
"5030","Cluster_4425","evm.TU.chromosome_12.3271",-0.86676710097499,0.13323289902501,0.83275037842913,150,-24.9,2,21,"809 826",19,"73.68%","78.95%",19,"3'UTR"
"5031","Cluster_1453","evm.TU.chromosome_6.2145",0.847301353266576,0.152698646733424,0.83275037842913,150,-20.06,2,20,"342 367",22,"59.09%","77.27%",18,"3'UTR"
"5032","Cluster_1663","evm.TU.chromosome_6.2145",-0.0540095352573656,0.945990464742634,0.988788567997905,164,-20.96,2,21,"1058 1077",19,"84.21%","84.21%",19,"CDS"
"5033","Cluster_1453","evm.TU.chromosome_14.303",-0.0188255217145012,0.981174478285499,0.996061023957921,158,-20.74,2,20,"202 226",21,"71.43%","76.19%",18,"3'UTR"
"5034","Cluster_3331","evm.TU.chromosome_12.294",-0.4736502387505,0.5263497612495,0.888854454896604,157,-23.24,2,20,"510 536",23,"73.91%","73.91%",18,"3'UTR"
"5035","Cluster_3337","evm.TU.chromosome_12.294",-0.461558933998808,0.538441066001192,0.88993296966646,157,-23.24,2,20,"510 536",23,"73.91%","73.91%",18,"3'UTR"
"5036","Cluster_3338","evm.TU.chromosome_12.294",-0.481117313594789,0.518882686405211,0.887145194492724,157,-23.24,2,20,"510 536",23,"73.91%","73.91%",18,"3'UTR"
"5037","Cluster_998","evm.TU.chromosome_2.562",0.158565593034743,0.841434406965258,0.965512706990083,170,-21.08,2,20,"902 924",20,"80.00%","85.00%",18,"3'UTR"
"5038","Cluster_492","evm.TU.chromosome_3.1389",-0.0222366763116512,0.977763323688349,0.995286021057378,167,-23.1,2,21,"1133 1156",21,"76.19%","80.95%",19,"CDS"
"5039","Cluster_1452","evm.TU.chromosome_3.1389",0.975316607259338,0.0246833927406618,0.83275037842913,153,-23.63,2,20,"117 137",18,"66.67%","83.33%",18,"CDS"
"5040","Cluster_4425","evm.TU.chromosome_9.877",-0.777614700434002,0.222385299565998,0.83275037842913,158,-21.62,2,21,"758 778",19,"73.68%","78.95%",19,"CDS"
"5041","Cluster_3889","evm.TU.chromosome_6.2148",-0.0365385177273414,0.963461482272659,0.992490205282338,158,-22.01,2,19,"503 523",17,"76.47%","76.47%",17,"3'UTR"
"5042","Cluster_137","evm.TU.chromosome_3.1035",-0.313265286942181,0.686734713057819,0.924438067666569,149,-20.19,2,21,"403 429",24,"70.83%","70.83%",19,"3'UTR"
"5043","Cluster_1772","evm.TU.chromosome_13.79",-0.704682839654811,0.295317160345189,0.840458273868333,160,-21.5,2,21,"544 563",19,"73.68%","89.47%",19,"3'UTR"
"5044","Cluster_9000","evm.TU.chromosome_13.70",0.217713089386574,0.782286910613426,0.950888018007824,160,-20.2,2,21,"476 495",19,"78.95%","84.21%",19,"CDS"
"5045","Cluster_508","evm.TU.chromosome_13.73",-0.311047830534666,0.688952169465334,0.925146418692175,162,-22.15,2,21,"1465 1491",24,"75.00%","75.00%",19,"CDS"
"5046","Cluster_995","evm.TU.chromosome_7.2624",0.781211657726355,0.218788342273645,0.83275037842913,167,-24.62,2,21,"1138 1161",21,"76.19%","80.95%",19,"CDS"
"5047","Cluster_1453","evm.TU.chromosome_7.2624",0.926491366870808,0.0735086331291922,0.83275037842913,151,-21.18,2,21,"17512 17535",21,"57.14%","80.95%",19,"CDS"
"5048","Cluster_3293","evm.TU.chromosome_7.2624",0.0936230404956258,0.906376959504374,0.978775995246897,150,-20.66,2,20,"12433 12456",21,"66.67%","71.43%",18,"CDS"
"5049","Cluster_4646","evm.TU.chromosome_7.2624",0.521451381547963,0.478548618452037,0.875798776415191,174,-22.34,2,20,"19740 19762",19,"84.21%","89.47%",18,"CDS"
"5050","Cluster_3889","evm.TU.chromosome_5.2008",0.203698194717108,0.796301805282892,0.954462147753624,161,-21.39,2,20,"564 586",20,"75.00%","85.00%",18,"3'UTR"
"5051","Cluster_4696","evm.TU.chromosome_5.2006",-0.328470173381009,0.671529826618991,0.920875869079711,167,-22.09,2,21,"139 161",20,"75.00%","85.00%",19,"3'UTR"
"5052","Cluster_860","evm.TU.chromosome_5.2005",-0.770028549886739,0.229971450113261,0.83275037842913,166,-20.34,2,21,"724 744",19,"78.95%","84.21%",19,"3'UTR"
"5053","Cluster_3889","evm.TU.chromosome_10.2749",0.403188613458933,0.596811386541067,0.899341398250251,157,-22.79,2,20,"538 557",18,"72.22%","83.33%",18,"CDS"
"5054","Cluster_4425","evm.TU.chromosome_10.2749",-0.722369469490696,0.277630530509304,0.83795804743611,165,-21.98,2,20,"959 979",18,"83.33%","83.33%",18,"CDS"
"5055","Cluster_1663","evm.TU.chromosome_10.2741",0.586071770247698,0.413928229752302,0.862762608581223,166,-21.13,2,21,"192 215",21,"80.95%","80.95%",19,"CDS"
"5056","Cluster_4831","evm.TU.chromosome_10.2740",0.165125710011118,0.834874289988882,0.96420651555952,163,-24.03,2,16,"1945 1966",14,"85.71%","92.86%",14,"CDS"
"5057","Cluster_1192","evm.TU.chromosome_10.2747",-0.649049226229823,0.350950773770177,0.849499078805115,159,-20.67,2,20,"3405 3426",18,"72.22%","77.78%",18,"CDS"
"5058","Cluster_995","evm.TU.chromosome_10.2746",0.193720700874868,0.806279299125132,0.957460661887741,159,-21.5,2,21,"346 372",24,"70.83%","70.83%",19,"CDS"
"5059","Cluster_1453","evm.TU.chromosome_10.2744",0.985208827700699,0.0147911722993008,0.83275037842913,161,-22.32,2,16,"638 658",14,"92.86%","92.86%",14,"3'UTR"
"5060","Cluster_4646","evm.TU.chromosome_10.2744",0.61515869627199,0.38484130372801,0.856850695876297,163,-21.66,2,21,"612 635",21,"66.67%","85.71%",19,"3'UTR"
"5061","Cluster_1192","evm.TU.chromosome_6.173",-0.291706730315112,0.708293269684888,0.931762405145037,158,-23.07,2,21,"417 437",19,"68.42%","84.21%",19,"CDS"
"5062","Cluster_4425","evm.TU.chromosome_7.1118",0.784721490978947,0.215278509021053,0.83275037842913,166,-21.71,2,21,"645 665",19,"73.68%","89.47%",19,"3'UTR"
"5063","Cluster_1453","evm.TU.chromosome_1.993",-0.162718210085576,0.837281789914423,0.964829680117595,156,-22.76,2,19,"25 45",17,"76.47%","82.35%",17,"CDS"
"5064","Cluster_1453","evm.TU.chromosome_1.997",0.907063858976956,0.0929361410230438,0.83275037842913,148,-21.57,2,19,"2609 2634",21,"66.67%","76.19%",17,"CDS"
"5065","Cluster_3730","evm.TU.chromosome_1.997",-0.638199417728654,0.361800582271346,0.851539136172113,154,-23.67,2,20,"677 700",20,"70.00%","75.00%",18,"CDS"
"5066","Cluster_508","evm.TU.chromosome_9.899",0.532762231416548,0.467237768583452,0.872911010955615,165,-22.58,2,21,"1 22",20,"80.00%","85.00%",19,"CDS"
"5067","Cluster_998","evm.TU.chromosome_9.899",-0.451489182850358,0.548510817149642,0.88993296966646,166,-23.58,2,20,"946 970",22,"77.27%","77.27%",18,"CDS"
"5068","Cluster_1453","evm.TU.chromosome_9.899",0.289111104564942,0.710888895435059,0.932537603989431,160,-23.7,2,20,"56 75",18,"77.78%","83.33%",18,"CDS"
"5069","Cluster_2097","evm.TU.chromosome_11.893",0.682351133578745,0.317648866421255,0.842794376874429,180,-29.32,2,21,"3723 3744",19,"84.21%","89.47%",19,"CDS"
"5070","Cluster_4044","evm.TU.chromosome_11.892",-0.283515492627745,0.716484507372255,0.934442213446547,151,-20.1,2,21,"644 667",21,"66.67%","71.43%",19,"3'UTR"
"5071","Cluster_247","evm.TU.chromosome_14.7270",0.85233415835662,0.14766584164338,0.83275037842913,183,-20.8,2,20,"659 680",18,"88.89%","94.44%",18,"3'UTR"
"5072","Cluster_995","evm.TU.chromosome_14.7275",-0.578173431898916,0.421826568101084,0.864178381246496,154,-20.16,2,20,"641 663",19,"73.68%","73.68%",18,"CDS"
"5073","Cluster_1411","evm.TU.chromosome_14.7275",-0.343011011758386,0.656988988241614,0.915700128681294,161,-21.38,2,16,"291 311",14,"92.86%","92.86%",14,"CDS"
"5074","Cluster_9082","evm.TU.chromosome_14.7277",-0.304272621143095,0.695727378856905,0.927572921063001,154,-20.26,2,20,"1201 1223",19,"73.68%","73.68%",18,"CDS"
"5075","Cluster_3406","evm.TU.chromosome_14.7279",-0.59887535594837,0.40112464405163,0.860964796224553,160,-21.08,2,19,"540 560",17,"76.47%","88.24%",17,"CDS"
"5076","Cluster_4831","evm.TU.chromosome_14.7279",0.491629586858963,0.508370413141037,0.88488062014292,160,-21.07,2,18,"971 993",17,"82.35%","82.35%",16,"CDS"
"5077","Cluster_4425","evm.TU.chromosome_4.1336",0.708879706946395,0.291120293053605,0.840458273868333,146,-22.86,2,21,"1380 1405",23,"65.22%","69.57%",19,"CDS"
"5078","Cluster_1663","evm.TU.chromosome_4.1335",0.821858564937528,0.178141435062472,0.83275037842913,166,-22.46,2,21,"4437 4457",19,"73.68%","89.47%",19,"CDS"
"5079","Cluster_2097","evm.TU.chromosome_4.1335",-0.859725733667333,0.140274266332667,0.83275037842913,171,-20.9,2,21,"1108 1131",21,"76.19%","85.71%",19,"CDS"
"5080","Cluster_4831","evm.TU.chromosome_4.1335",0.140525594554683,0.859474405445317,0.968335775409647,157,-22.26,2,19,"2963 2985",18,"72.22%","83.33%",17,"CDS"
"5081","Cluster_2097","evm.TU.chromosome_6.829",0.25981536696756,0.74018463303244,0.940042905176593,163,-20.65,2,21,"291 314",21,"76.19%","76.19%",19,"CDS"
"5082","Cluster_3730","evm.TU.chromosome_6.828",-0.67238998480676,0.32761001519324,0.844221622739022,148,-20.84,2,15,"491 515",16,"81.25%","81.25%",13,"3'UTR"
"5083","Cluster_492","evm.TU.chromosome_4.1339",0.399144644782014,0.600855355217986,0.900802787324488,166,-20.87,2,19,"1486 1507",17,"82.35%","82.35%",17,"CDS"
"5084","Cluster_4425","evm.TU.chromosome_4.1339",-0.997739493105241,0.002260506894759,0.83275037842913,150,-24.9,2,21,"55 72",19,"73.68%","78.95%",19,"3'UTR"
"5085","Cluster_1453","evm.TU.chromosome_11.1200",0.928538314214368,0.0714616857856317,0.83275037842913,151,-20.21,2,17,"6702 6726",18,"72.22%","77.78%",15,"CDS"
"5086","Cluster_1453","evm.TU.chromosome_11.1200",0.928538314214368,0.0714616857856317,0.83275037842913,156,-20.49,2,18,"2366 2391",20,"75.00%","75.00%",16,"CDS"
"5087","Cluster_2003","evm.TU.chromosome_11.1200",0.526386541870879,0.473613458129121,0.874108197585292,143,-20.47,2,21,"7585 7607",20,"60.00%","70.00%",19,"CDS"
"5088","Cluster_3293","evm.TU.chromosome_11.1209",0.695087456657318,0.304912543342682,0.841619653628724,165,-21.89,2,20,"1672 1691",18,"83.33%","83.33%",18,"CDS"
"5089","Cluster_996","evm.TU.chromosome_4.662",-0.891761485622131,0.108238514377869,0.83275037842913,165,-20.87,2,18,"961 981",16,"81.25%","87.50%",16,"CDS"
"5090","Cluster_1192","evm.TU.chromosome_4.662",-0.23461951349014,0.76538048650986,0.946881003700479,165,-20.19,2,21,"718 739",20,"80.00%","85.00%",19,"CDS"
"5091","Cluster_4696","evm.TU.chromosome_13.3307",-0.780933218598254,0.219066781401746,0.83275037842913,158,-21.34,2,21,"513 536",21,"71.43%","80.95%",19,"3'UTR"
"5092","Cluster_4696","evm.TU.chromosome_13.3306",-0.857404487957732,0.142595512042268,0.83275037842913,158,-21.34,2,21,"976 999",21,"71.43%","80.95%",19,"3'UTR"
"5093","Cluster_1452","evm.TU.chromosome_1.1640",0.940194010853432,0.0598059891465676,0.83275037842913,168,-24.73,2,21,"776 797",19,"73.68%","84.21%",19,"3'UTR"
"5094","Cluster_2097","evm.TU.chromosome_1.1640",0.357836081512949,0.642163918487051,0.910901432698826,165,-21.77,2,18,"297 318",16,"75.00%","93.75%",16,"CDS"
"5095","Cluster_4806","evm.TU.chromosome_1.1640",0.578536639429085,0.421463360570915,0.864178381246496,171,-20.12,2,21,"3086 3108",20,"80.00%","85.00%",19,"CDS"
