"","mRNA","GO","Term","Annotated","Significant","Expected","Fisher","ontology","sig.prop"
"4832","evm.TU.chromosome_5.2607","GO:0016874","ligase activity",573,201,124.4,1.2e-13,"Molecular Functions",0.350785340314136
"4833","evm.TU.chromosome_5.2607","GO:0008270","zinc ion binding",1782,474,386.88,1.5e-07,"Molecular Functions",0.265993265993266
"4834","evm.TU.chromosome_5.468","GO:0042802","identical protein binding",1554,371,337.38,0.00113,"Molecular Functions",0.238738738738739
"4835","evm.TU.chromosome_5.342","GO:0005524","ATP binding",2243,681,486.97,9.3e-25,"Molecular Functions",0.303611234953188
"4836","evm.TU.chromosome_5.699","GO:0031625","ubiquitin protein ligase binding",324,88,70.34,0.01119,"Molecular Functions",0.271604938271605
"4837","evm.TU.chromosome_5.699","GO:0004518","nuclease activity",842,196,182.8,0.01125,"Molecular Functions",0.232779097387173
"4838","evm.TU.chromosome_5.698","GO:0031625","ubiquitin protein ligase binding",324,88,70.34,0.01119,"Molecular Functions",0.271604938271605
"4839","evm.TU.chromosome_5.698","GO:0004518","nuclease activity",842,196,182.8,0.01125,"Molecular Functions",0.232779097387173
"4840","evm.TU.chromosome_5.1552","GO:0045296","cadherin binding",127,46,27.57,0.00029,"Molecular Functions",0.362204724409449
"4841","evm.TU.chromosome_5.1018","GO:0016491","oxidoreductase activity",1327,306,288.1,0.01088,"Molecular Functions",0.230595327807084
"4842","evm.TU.chromosome_5.1018","GO:0016491","oxidoreductase activity",1327,306,288.1,0.01088,"Molecular Functions",0.230595327807084
"4843","evm.TU.chromosome_5.1013","GO:0005509","calcium ion binding",1711,503,371.47,3e-15,"Molecular Functions",0.293980128579778
"4844","evm.TU.chromosome_5.1792","GO:0004383","guanylate cyclase activity",35,15,7.6,0.00404,"Molecular Functions",0.428571428571429
"4845","evm.TU.chromosome_5.1792","GO:0046872","metal ion binding",6407,1674,1390.99,1.5e-08,"Molecular Functions",0.261276728578118
"4846","evm.TU.chromosome_5.1792","GO:0004383","guanylate cyclase activity",35,15,7.6,0.00404,"Molecular Functions",0.428571428571429
"4847","evm.TU.chromosome_5.556","GO:0016491","oxidoreductase activity",1327,306,288.1,0.01088,"Molecular Functions",0.230595327807084
"4848","evm.TU.chromosome_5.554","GO:0005524","ATP binding",2243,681,486.97,9.3e-25,"Molecular Functions",0.303611234953188
"4849","evm.TU.chromosome_5.554","GO:0004383","guanylate cyclase activity",35,15,7.6,0.00404,"Molecular Functions",0.428571428571429
"4850","evm.TU.chromosome_5.554","GO:0004672","protein kinase activity",942,268,204.51,0.00223,"Molecular Functions",0.284501061571125
"4851","evm.TU.chromosome_5.554","GO:0005524","ATP binding",2243,681,486.97,9.3e-25,"Molecular Functions",0.303611234953188
"4852","evm.TU.chromosome_5.554","GO:0004383","guanylate cyclase activity",35,15,7.6,0.00404,"Molecular Functions",0.428571428571429
"4853","evm.TU.chromosome_5.554","GO:0004672","protein kinase activity",942,268,204.51,0.00223,"Molecular Functions",0.284501061571125
"4854","evm.TU.chromosome_5.550","GO:0005524","ATP binding",2243,681,486.97,9.3e-25,"Molecular Functions",0.303611234953188
"4855","evm.TU.chromosome_5.550","GO:0004383","guanylate cyclase activity",35,15,7.6,0.00404,"Molecular Functions",0.428571428571429
"4856","evm.TU.chromosome_5.550","GO:0004672","protein kinase activity",942,268,204.51,0.00223,"Molecular Functions",0.284501061571125
"4857","evm.TU.chromosome_5.550","GO:0005524","ATP binding",2243,681,486.97,9.3e-25,"Molecular Functions",0.303611234953188
"4858","evm.TU.chromosome_5.550","GO:0004383","guanylate cyclase activity",35,15,7.6,0.00404,"Molecular Functions",0.428571428571429
"4859","evm.TU.chromosome_5.550","GO:0004672","protein kinase activity",942,268,204.51,0.00223,"Molecular Functions",0.284501061571125
"4860","evm.TU.chromosome_5.953","GO:0005096","GTPase activator activity",118,42,25.62,0.00037,"Molecular Functions",0.355932203389831
"4861","evm.TU.chromosome_5.953","GO:0019902","phosphatase binding",140,37,30.39,0.00654,"Molecular Functions",0.264285714285714
"4862","evm.TU.chromosome_5.953","GO:0005096","GTPase activator activity",118,42,25.62,0.00037,"Molecular Functions",0.355932203389831
"4863","evm.TU.chromosome_5.188","GO:0004842","ubiquitin-protein transferase activity",604,209,131.13,9.7e-14,"Molecular Functions",0.346026490066225
"4864","evm.TU.chromosome_5.188","GO:0008270","zinc ion binding",1782,474,386.88,1.5e-07,"Molecular Functions",0.265993265993266
"4865","evm.TU.chromosome_5.188","GO:0016874","ligase activity",573,201,124.4,1.2e-13,"Molecular Functions",0.350785340314136
"4866","evm.TU.chromosome_5.188","GO:0008270","zinc ion binding",1782,474,386.88,1.5e-07,"Molecular Functions",0.265993265993266
"4867","evm.TU.chromosome_5.1188","GO:0046872","metal ion binding",6407,1674,1390.99,1.5e-08,"Molecular Functions",0.261276728578118
"4868","evm.TU.chromosome_5.1183","GO:0003723","RNA binding",1408,412,305.68,3.3e-06,"Molecular Functions",0.292613636363636
"4869","evm.TU.chromosome_5.2529","GO:0043531","ADP binding",73,31,15.85,5.4e-05,"Molecular Functions",0.424657534246575
"4870","evm.TU.chromosome_5.2529","GO:0005524","ATP binding",2243,681,486.97,9.3e-25,"Molecular Functions",0.303611234953188
"4871","evm.TU.chromosome_5.2529","GO:0043531","ADP binding",73,31,15.85,5.4e-05,"Molecular Functions",0.424657534246575
"4872","evm.TU.chromosome_5.377","GO:0005509","calcium ion binding",1711,503,371.47,3e-15,"Molecular Functions",0.293980128579778
"4873","evm.TU.chromosome_5.372","GO:0005524","ATP binding",2243,681,486.97,9.3e-25,"Molecular Functions",0.303611234953188
"4874","evm.TU.chromosome_5.372","GO:0004386","helicase activity",274,102,59.49,1.8e-11,"Molecular Functions",0.372262773722628
"4875","evm.TU.chromosome_5.372","GO:0005524","ATP binding",2243,681,486.97,9.3e-25,"Molecular Functions",0.303611234953188
"4876","evm.TU.chromosome_5.851","GO:0005524","ATP binding",2243,681,486.97,9.3e-25,"Molecular Functions",0.303611234953188
"4877","evm.TU.chromosome_5.851","GO:0005524","ATP binding",2243,681,486.97,9.3e-25,"Molecular Functions",0.303611234953188
"4878","evm.TU.chromosome_5.1888","GO:0003682","chromatin binding",384,99,83.37,0.00401,"Molecular Functions",0.2578125
"4879","evm.TU.chromosome_5.1888","GO:0008270","zinc ion binding",1782,474,386.88,1.5e-07,"Molecular Functions",0.265993265993266
"4880","evm.TU.chromosome_5.1888","GO:0005524","ATP binding",2243,681,486.97,9.3e-25,"Molecular Functions",0.303611234953188
"4881","evm.TU.chromosome_5.1888","GO:0004672","protein kinase activity",942,268,204.51,0.00223,"Molecular Functions",0.284501061571125
"4882","evm.TU.chromosome_5.2012","GO:0005509","calcium ion binding",1711,503,371.47,3e-15,"Molecular Functions",0.293980128579778
"4883","evm.TU.chromosome_5.2012","GO:0005509","calcium ion binding",1711,503,371.47,3e-15,"Molecular Functions",0.293980128579778
"4884","evm.TU.chromosome_5.2208","GO:0034185","apolipoprotein binding",32,15,6.95,0.00137,"Molecular Functions",0.46875
"4885","evm.TU.chromosome_5.2208","GO:0042802","identical protein binding",1554,371,337.38,0.00113,"Molecular Functions",0.238738738738739
"4886","evm.TU.chromosome_5.2208","GO:0019210","kinase inhibitor activity",55,22,11.94,0.00065,"Molecular Functions",0.4
"4887","evm.TU.chromosome_5.2208","GO:0005041","low-density lipoprotein particle receptor activity",26,14,5.64,0.00033,"Molecular Functions",0.538461538461538
"4888","evm.TU.chromosome_5.2208","GO:0019534","toxin transmembrane transporter activity",19,11,4.12,0.00065,"Molecular Functions",0.578947368421053
"4889","evm.TU.chromosome_5.2208","GO:0042813","Wnt receptor activity",62,23,13.46,0.0041,"Molecular Functions",0.370967741935484
"4890","evm.TU.chromosome_5.2205","GO:0034185","apolipoprotein binding",32,15,6.95,0.00137,"Molecular Functions",0.46875
"4891","evm.TU.chromosome_5.2205","GO:0042802","identical protein binding",1554,371,337.38,0.00113,"Molecular Functions",0.238738738738739
"4892","evm.TU.chromosome_5.2205","GO:0019210","kinase inhibitor activity",55,22,11.94,0.00065,"Molecular Functions",0.4
"4893","evm.TU.chromosome_5.2205","GO:0005041","low-density lipoprotein particle receptor activity",26,14,5.64,0.00033,"Molecular Functions",0.538461538461538
"4894","evm.TU.chromosome_5.2205","GO:0019534","toxin transmembrane transporter activity",19,11,4.12,0.00065,"Molecular Functions",0.578947368421053
"4895","evm.TU.chromosome_5.2205","GO:0042813","Wnt receptor activity",62,23,13.46,0.0041,"Molecular Functions",0.370967741935484
"4896","evm.TU.chromosome_5.2201","GO:0034185","apolipoprotein binding",32,15,6.95,0.00137,"Molecular Functions",0.46875
"4897","evm.TU.chromosome_5.2201","GO:0042802","identical protein binding",1554,371,337.38,0.00113,"Molecular Functions",0.238738738738739
"4898","evm.TU.chromosome_5.2201","GO:0019210","kinase inhibitor activity",55,22,11.94,0.00065,"Molecular Functions",0.4
"4899","evm.TU.chromosome_5.2201","GO:0005041","low-density lipoprotein particle receptor activity",26,14,5.64,0.00033,"Molecular Functions",0.538461538461538
"4900","evm.TU.chromosome_5.2201","GO:0019534","toxin transmembrane transporter activity",19,11,4.12,0.00065,"Molecular Functions",0.578947368421053
"4901","evm.TU.chromosome_5.2201","GO:0042813","Wnt receptor activity",62,23,13.46,0.0041,"Molecular Functions",0.370967741935484
"4902","evm.TU.chromosome_5.2200","GO:0046872","metal ion binding",6407,1674,1390.99,1.5e-08,"Molecular Functions",0.261276728578118
"4903","evm.TU.chromosome_5.2430","GO:0004181","metallocarboxypeptidase activity",32,13,6.95,0.01219,"Molecular Functions",0.40625
"4904","evm.TU.chromosome_5.2430","GO:0008270","zinc ion binding",1782,474,386.88,1.5e-07,"Molecular Functions",0.265993265993266
"4905","evm.TU.chromosome_5.2430","GO:0004181","metallocarboxypeptidase activity",32,13,6.95,0.01219,"Molecular Functions",0.40625
"4906","evm.TU.chromosome_5.2430","GO:0008270","zinc ion binding",1782,474,386.88,1.5e-07,"Molecular Functions",0.265993265993266
"4907","evm.TU.chromosome_5.1461","GO:0042802","identical protein binding",1554,371,337.38,0.00113,"Molecular Functions",0.238738738738739
"4908","evm.TU.chromosome_5.1461","GO:0046872","metal ion binding",6407,1674,1390.99,1.5e-08,"Molecular Functions",0.261276728578118
"4909","evm.TU.chromosome_5.1461","GO:0046872","metal ion binding",6407,1674,1390.99,1.5e-08,"Molecular Functions",0.261276728578118
"4910","evm.TU.chromosome_5.2284","GO:0005262","calcium channel activity",241,98,52.32,1.2e-10,"Molecular Functions",0.406639004149378
"4911","evm.TU.chromosome_5.505","GO:0005262","calcium channel activity",241,98,52.32,1.2e-10,"Molecular Functions",0.406639004149378
"4912","evm.TU.chromosome_5.505","GO:0005509","calcium ion binding",1711,503,371.47,3e-15,"Molecular Functions",0.293980128579778
"4913","evm.TU.chromosome_5.505","GO:0030246","carbohydrate binding",567,163,123.1,2.3e-05,"Molecular Functions",0.287477954144621
"4914","evm.TU.chromosome_5.505","GO:0005509","calcium ion binding",1711,503,371.47,3e-15,"Molecular Functions",0.293980128579778
"4915","evm.TU.chromosome_5.390","GO:0005524","ATP binding",2243,681,486.97,9.3e-25,"Molecular Functions",0.303611234953188
"4916","evm.TU.chromosome_5.390","GO:0003887","DNA-directed DNA polymerase activity",244,71,52.97,0.00391,"Molecular Functions",0.290983606557377
"4917","evm.TU.chromosome_5.390","GO:0003723","RNA binding",1408,412,305.68,3.3e-06,"Molecular Functions",0.292613636363636
"4918","evm.TU.chromosome_5.390","GO:0008270","zinc ion binding",1782,474,386.88,1.5e-07,"Molecular Functions",0.265993265993266
"4919","evm.TU.chromosome_5.566","GO:0005524","ATP binding",2243,681,486.97,9.3e-25,"Molecular Functions",0.303611234953188
"4920","evm.TU.chromosome_5.566","GO:0016887","ATP hydrolysis activity",213,84,46.24,3.1e-09,"Molecular Functions",0.394366197183099
"4921","evm.TU.chromosome_5.566","GO:0005524","ATP binding",2243,681,486.97,9.3e-25,"Molecular Functions",0.303611234953188
"4922","evm.TU.chromosome_5.1953","GO:0046872","metal ion binding",6407,1674,1390.99,1.5e-08,"Molecular Functions",0.261276728578118
"4923","evm.TU.chromosome_5.1953","GO:0046872","metal ion binding",6407,1674,1390.99,1.5e-08,"Molecular Functions",0.261276728578118
"4924","evm.TU.chromosome_5.2572","GO:0005524","ATP binding",2243,681,486.97,9.3e-25,"Molecular Functions",0.303611234953188
"4925","evm.TU.chromosome_5.2572","GO:0010521","telomerase inhibitor activity",45,18,9.77,0.00422,"Molecular Functions",0.4
"4926","evm.TU.chromosome_5.2572","GO:0010521","telomerase inhibitor activity",45,18,9.77,0.00422,"Molecular Functions",0.4
"4927","evm.TU.chromosome_5.881","GO:0051015","actin filament binding",139,41,30.18,0.01902,"Molecular Functions",0.294964028776978
"4928","evm.TU.chromosome_5.881","GO:0003723","RNA binding",1408,412,305.68,3.3e-06,"Molecular Functions",0.292613636363636
"4929","evm.TU.chromosome_5.887","GO:0046872","metal ion binding",6407,1674,1390.99,1.5e-08,"Molecular Functions",0.261276728578118
"4930","evm.TU.chromosome_5.887","GO:0046872","metal ion binding",6407,1674,1390.99,1.5e-08,"Molecular Functions",0.261276728578118
"4931","evm.TU.chromosome_5.1902","GO:0005524","ATP binding",2243,681,486.97,9.3e-25,"Molecular Functions",0.303611234953188
"4932","evm.TU.chromosome_5.1902","GO:0005524","ATP binding",2243,681,486.97,9.3e-25,"Molecular Functions",0.303611234953188
"4933","evm.TU.chromosome_5.1509","GO:0004314","[acyl-carrier-protein] S-malonyltransferase activit...",3,3,0.65,0.01023,"Molecular Functions",1
"4934","evm.TU.chromosome_5.1509","GO:0031177","phosphopantetheine binding",13,10,2.82,3.4e-05,"Molecular Functions",0.769230769230769
"4935","evm.TU.chromosome_5.1508","GO:0004314","[acyl-carrier-protein] S-malonyltransferase activit...",3,3,0.65,0.01023,"Molecular Functions",1
"4936","evm.TU.chromosome_5.1508","GO:0045296","cadherin binding",127,46,27.57,0.00029,"Molecular Functions",0.362204724409449
"4937","evm.TU.chromosome_5.1508","GO:0031177","phosphopantetheine binding",13,10,2.82,3.4e-05,"Molecular Functions",0.769230769230769
"4938","evm.TU.chromosome_5.1508","GO:0016491","oxidoreductase activity",1327,306,288.1,0.01088,"Molecular Functions",0.230595327807084
"4939","evm.TU.chromosome_5.1508","GO:0031177","phosphopantetheine binding",13,10,2.82,3.4e-05,"Molecular Functions",0.769230769230769
"4940","evm.TU.chromosome_5.1167","GO:0046872","metal ion binding",6407,1674,1390.99,1.5e-08,"Molecular Functions",0.261276728578118
"4941","evm.TU.chromosome_5.1167","GO:0003723","RNA binding",1408,412,305.68,3.3e-06,"Molecular Functions",0.292613636363636
"4942","evm.TU.chromosome_5.1167","GO:0061630","ubiquitin protein ligase activity",241,70,52.32,0.01212,"Molecular Functions",0.29045643153527
"4943","evm.TU.chromosome_5.1168","GO:0005524","ATP binding",2243,681,486.97,9.3e-25,"Molecular Functions",0.303611234953188
"4944","evm.TU.chromosome_5.1168","GO:0046872","metal ion binding",6407,1674,1390.99,1.5e-08,"Molecular Functions",0.261276728578118
"4945","evm.TU.chromosome_5.1168","GO:0003723","RNA binding",1408,412,305.68,3.3e-06,"Molecular Functions",0.292613636363636
"4946","evm.TU.chromosome_5.1168","GO:0005524","ATP binding",2243,681,486.97,9.3e-25,"Molecular Functions",0.303611234953188
"4947","evm.TU.chromosome_5.1168","GO:0004386","helicase activity",274,102,59.49,1.8e-11,"Molecular Functions",0.372262773722628
"4948","evm.TU.chromosome_5.1168","GO:0046872","metal ion binding",6407,1674,1390.99,1.5e-08,"Molecular Functions",0.261276728578118
"4949","evm.TU.chromosome_5.2046","GO:0030246","carbohydrate binding",567,163,123.1,2.3e-05,"Molecular Functions",0.287477954144621
"4950","evm.TU.chromosome_5.736","GO:0061630","ubiquitin protein ligase activity",241,70,52.32,0.01212,"Molecular Functions",0.29045643153527
"4951","evm.TU.chromosome_5.732","GO:0031625","ubiquitin protein ligase binding",324,88,70.34,0.01119,"Molecular Functions",0.271604938271605
"4952","evm.TU.chromosome_5.732","GO:0004518","nuclease activity",842,196,182.8,0.01125,"Molecular Functions",0.232779097387173
"4953","evm.TU.chromosome_5.730","GO:0031625","ubiquitin protein ligase binding",324,88,70.34,0.01119,"Molecular Functions",0.271604938271605
"4954","evm.TU.chromosome_5.730","GO:0004518","nuclease activity",842,196,182.8,0.01125,"Molecular Functions",0.232779097387173
"4955","evm.TU.chromosome_5.731","GO:0031625","ubiquitin protein ligase binding",324,88,70.34,0.01119,"Molecular Functions",0.271604938271605
"4956","evm.TU.chromosome_5.731","GO:0004518","nuclease activity",842,196,182.8,0.01125,"Molecular Functions",0.232779097387173
"4957","evm.TU.chromosome_5.1142","GO:0003682","chromatin binding",384,99,83.37,0.00401,"Molecular Functions",0.2578125
"4958","evm.TU.chromosome_5.1142","GO:0003682","chromatin binding",384,99,83.37,0.00401,"Molecular Functions",0.2578125
"4959","evm.TU.chromosome_5.1141","GO:0051015","actin filament binding",139,41,30.18,0.01902,"Molecular Functions",0.294964028776978
"4960","evm.TU.chromosome_5.1141","GO:0046872","metal ion binding",6407,1674,1390.99,1.5e-08,"Molecular Functions",0.261276728578118
"4961","evm.TU.chromosome_5.1141","GO:0046872","metal ion binding",6407,1674,1390.99,1.5e-08,"Molecular Functions",0.261276728578118
"4962","evm.TU.chromosome_5.1853","GO:0005524","ATP binding",2243,681,486.97,9.3e-25,"Molecular Functions",0.303611234953188
"4963","evm.TU.chromosome_5.1853","GO:0005524","ATP binding",2243,681,486.97,9.3e-25,"Molecular Functions",0.303611234953188
"4964","evm.TU.chromosome_5.1854","GO:0046872","metal ion binding",6407,1674,1390.99,1.5e-08,"Molecular Functions",0.261276728578118
"4965","evm.TU.chromosome_5.1854","GO:0046872","metal ion binding",6407,1674,1390.99,1.5e-08,"Molecular Functions",0.261276728578118
"4966","evm.TU.chromosome_5.2745","GO:0030246","carbohydrate binding",567,163,123.1,2.3e-05,"Molecular Functions",0.287477954144621
"4967","evm.TU.chromosome_5.2745","GO:0030246","carbohydrate binding",567,163,123.1,2.3e-05,"Molecular Functions",0.287477954144621
"4968","evm.TU.chromosome_5.1002","GO:0005524","ATP binding",2243,681,486.97,9.3e-25,"Molecular Functions",0.303611234953188
"4969","evm.TU.chromosome_5.1002","GO:0004386","helicase activity",274,102,59.49,1.8e-11,"Molecular Functions",0.372262773722628
"4970","evm.TU.chromosome_5.1002","GO:0046872","metal ion binding",6407,1674,1390.99,1.5e-08,"Molecular Functions",0.261276728578118
"4971","evm.TU.chromosome_5.1002","GO:0003723","RNA binding",1408,412,305.68,3.3e-06,"Molecular Functions",0.292613636363636
"4972","evm.TU.chromosome_5.1002","GO:0004386","helicase activity",274,102,59.49,1.8e-11,"Molecular Functions",0.372262773722628
"4973","evm.TU.chromosome_5.1002","GO:0046872","metal ion binding",6407,1674,1390.99,1.5e-08,"Molecular Functions",0.261276728578118
"4974","evm.TU.chromosome_5.1003","GO:0005524","ATP binding",2243,681,486.97,9.3e-25,"Molecular Functions",0.303611234953188
"4975","evm.TU.chromosome_5.1003","GO:0004386","helicase activity",274,102,59.49,1.8e-11,"Molecular Functions",0.372262773722628
"4976","evm.TU.chromosome_5.1003","GO:0046872","metal ion binding",6407,1674,1390.99,1.5e-08,"Molecular Functions",0.261276728578118
"4977","evm.TU.chromosome_5.1003","GO:0003723","RNA binding",1408,412,305.68,3.3e-06,"Molecular Functions",0.292613636363636
"4978","evm.TU.chromosome_5.1003","GO:0004386","helicase activity",274,102,59.49,1.8e-11,"Molecular Functions",0.372262773722628
"4979","evm.TU.chromosome_5.1003","GO:0046872","metal ion binding",6407,1674,1390.99,1.5e-08,"Molecular Functions",0.261276728578118
"4980","evm.TU.chromosome_5.2505","GO:0003682","chromatin binding",384,99,83.37,0.00401,"Molecular Functions",0.2578125
"4981","evm.TU.chromosome_5.2505","GO:0046872","metal ion binding",6407,1674,1390.99,1.5e-08,"Molecular Functions",0.261276728578118
"4982","evm.TU.chromosome_5.2505","GO:0046872","metal ion binding",6407,1674,1390.99,1.5e-08,"Molecular Functions",0.261276728578118
"4983","evm.TU.chromosome_5.1723","GO:0005524","ATP binding",2243,681,486.97,9.3e-25,"Molecular Functions",0.303611234953188
"4984","evm.TU.chromosome_5.1723","GO:0005524","ATP binding",2243,681,486.97,9.3e-25,"Molecular Functions",0.303611234953188
"4985","evm.TU.chromosome_5.1723","GO:0003678","DNA helicase activity",134,35,29.09,0.00347,"Molecular Functions",0.261194029850746
"4986","evm.TU.chromosome_5.1723","GO:0008270","zinc ion binding",1782,474,386.88,1.5e-07,"Molecular Functions",0.265993265993266
"4987","evm.TU.chromosome_5.1722","GO:0005524","ATP binding",2243,681,486.97,9.3e-25,"Molecular Functions",0.303611234953188
"4988","evm.TU.chromosome_5.1722","GO:0005509","calcium ion binding",1711,503,371.47,3e-15,"Molecular Functions",0.293980128579778
"4989","evm.TU.chromosome_5.1722","GO:0005516","calmodulin binding",154,46,33.43,0.01079,"Molecular Functions",0.298701298701299
"4990","evm.TU.chromosome_5.1722","GO:0005524","ATP binding",2243,681,486.97,9.3e-25,"Molecular Functions",0.303611234953188
"4991","evm.TU.chromosome_5.1722","GO:0004674","protein serine/threonine kinase activity",475,137,103.12,0.00845,"Molecular Functions",0.288421052631579
"4992","evm.TU.chromosome_5.76","GO:0005262","calcium channel activity",241,98,52.32,1.2e-10,"Molecular Functions",0.406639004149378
"4993","evm.TU.chromosome_5.76","GO:0015278","intracellularly gated calcium channel activity",31,14,6.73,0.01462,"Molecular Functions",0.451612903225806
"4994","evm.TU.chromosome_5.76","GO:0042802","identical protein binding",1554,371,337.38,0.00113,"Molecular Functions",0.238738738738739
"4995","evm.TU.chromosome_5.74","GO:0005509","calcium ion binding",1711,503,371.47,3e-15,"Molecular Functions",0.293980128579778
"4996","evm.TU.chromosome_5.2466","GO:0003777","microtubule motor activity",131,58,28.44,6.4e-05,"Molecular Functions",0.442748091603053
"4997","evm.TU.chromosome_5.1008","GO:0016491","oxidoreductase activity",1327,306,288.1,0.01088,"Molecular Functions",0.230595327807084
"4998","evm.TU.chromosome_5.1008","GO:0016491","oxidoreductase activity",1327,306,288.1,0.01088,"Molecular Functions",0.230595327807084
"4999","evm.TU.chromosome_5.1009","GO:0005524","ATP binding",2243,681,486.97,9.3e-25,"Molecular Functions",0.303611234953188
"5000","evm.TU.chromosome_5.1009","GO:0003887","DNA-directed DNA polymerase activity",244,71,52.97,0.00391,"Molecular Functions",0.290983606557377
"5001","evm.TU.chromosome_5.1009","GO:0003723","RNA binding",1408,412,305.68,3.3e-06,"Molecular Functions",0.292613636363636
"5002","evm.TU.chromosome_5.1009","GO:0008270","zinc ion binding",1782,474,386.88,1.5e-07,"Molecular Functions",0.265993265993266
"5003","evm.TU.chromosome_5.1001","GO:0008270","zinc ion binding",1782,474,386.88,1.5e-07,"Molecular Functions",0.265993265993266
"5004","evm.TU.chromosome_5.1001","GO:0008270","zinc ion binding",1782,474,386.88,1.5e-07,"Molecular Functions",0.265993265993266
"5005","evm.TU.chromosome_5.1006","GO:0005524","ATP binding",2243,681,486.97,9.3e-25,"Molecular Functions",0.303611234953188
"5006","evm.TU.chromosome_5.1006","GO:0004386","helicase activity",274,102,59.49,1.8e-11,"Molecular Functions",0.372262773722628
"5007","evm.TU.chromosome_5.1006","GO:0046872","metal ion binding",6407,1674,1390.99,1.5e-08,"Molecular Functions",0.261276728578118
"5008","evm.TU.chromosome_5.1006","GO:0004386","helicase activity",274,102,59.49,1.8e-11,"Molecular Functions",0.372262773722628
"5009","evm.TU.chromosome_5.1006","GO:0046872","metal ion binding",6407,1674,1390.99,1.5e-08,"Molecular Functions",0.261276728578118
"5010","evm.TU.chromosome_5.1004","GO:0005524","ATP binding",2243,681,486.97,9.3e-25,"Molecular Functions",0.303611234953188
"5011","evm.TU.chromosome_5.1004","GO:0004386","helicase activity",274,102,59.49,1.8e-11,"Molecular Functions",0.372262773722628
"5012","evm.TU.chromosome_5.1004","GO:0046872","metal ion binding",6407,1674,1390.99,1.5e-08,"Molecular Functions",0.261276728578118
"5013","evm.TU.chromosome_5.1004","GO:0003723","RNA binding",1408,412,305.68,3.3e-06,"Molecular Functions",0.292613636363636
"5014","evm.TU.chromosome_5.1004","GO:0004386","helicase activity",274,102,59.49,1.8e-11,"Molecular Functions",0.372262773722628
"5015","evm.TU.chromosome_5.1004","GO:0046872","metal ion binding",6407,1674,1390.99,1.5e-08,"Molecular Functions",0.261276728578118
"5016","evm.TU.chromosome_5.1005","GO:0005524","ATP binding",2243,681,486.97,9.3e-25,"Molecular Functions",0.303611234953188
"5017","evm.TU.chromosome_5.1005","GO:0004386","helicase activity",274,102,59.49,1.8e-11,"Molecular Functions",0.372262773722628
"5018","evm.TU.chromosome_5.1005","GO:0046872","metal ion binding",6407,1674,1390.99,1.5e-08,"Molecular Functions",0.261276728578118
"5019","evm.TU.chromosome_5.1005","GO:0004386","helicase activity",274,102,59.49,1.8e-11,"Molecular Functions",0.372262773722628
"5020","evm.TU.chromosome_5.1005","GO:0046872","metal ion binding",6407,1674,1390.99,1.5e-08,"Molecular Functions",0.261276728578118
"5021","evm.TU.chromosome_5.1900","GO:0046872","metal ion binding",6407,1674,1390.99,1.5e-08,"Molecular Functions",0.261276728578118
"5022","evm.TU.chromosome_5.1900","GO:0005524","ATP binding",2243,681,486.97,9.3e-25,"Molecular Functions",0.303611234953188
"5023","evm.TU.chromosome_5.2340","GO:0046872","metal ion binding",6407,1674,1390.99,1.5e-08,"Molecular Functions",0.261276728578118
"5024","evm.TU.chromosome_5.2583","GO:0035198","miRNA binding",126,68,27.36,2.2e-15,"Molecular Functions",0.53968253968254
"5025","evm.TU.chromosome_5.2583","GO:0004842","ubiquitin-protein transferase activity",604,209,131.13,9.7e-14,"Molecular Functions",0.346026490066225
"5026","evm.TU.chromosome_5.2583","GO:0008270","zinc ion binding",1782,474,386.88,1.5e-07,"Molecular Functions",0.265993265993266
"5027","evm.TU.chromosome_5.2583","GO:0016874","ligase activity",573,201,124.4,1.2e-13,"Molecular Functions",0.350785340314136
"5028","evm.TU.chromosome_5.2583","GO:0008270","zinc ion binding",1782,474,386.88,1.5e-07,"Molecular Functions",0.265993265993266
"5029","evm.TU.chromosome_5.2587","GO:0046872","metal ion binding",6407,1674,1390.99,1.5e-08,"Molecular Functions",0.261276728578118
"5030","evm.TU.chromosome_5.2584","GO:0035198","miRNA binding",126,68,27.36,2.2e-15,"Molecular Functions",0.53968253968254
"5031","evm.TU.chromosome_5.2584","GO:0004842","ubiquitin-protein transferase activity",604,209,131.13,9.7e-14,"Molecular Functions",0.346026490066225
"5032","evm.TU.chromosome_5.2584","GO:0008270","zinc ion binding",1782,474,386.88,1.5e-07,"Molecular Functions",0.265993265993266
"5033","evm.TU.chromosome_5.2584","GO:0016874","ligase activity",573,201,124.4,1.2e-13,"Molecular Functions",0.350785340314136
"5034","evm.TU.chromosome_5.2584","GO:0008270","zinc ion binding",1782,474,386.88,1.5e-07,"Molecular Functions",0.265993265993266
"5035","evm.TU.chromosome_5.2585","GO:0035198","miRNA binding",126,68,27.36,2.2e-15,"Molecular Functions",0.53968253968254
"5036","evm.TU.chromosome_5.2585","GO:0061630","ubiquitin protein ligase activity",241,70,52.32,0.01212,"Molecular Functions",0.29045643153527
"5037","evm.TU.chromosome_5.2585","GO:0004842","ubiquitin-protein transferase activity",604,209,131.13,9.7e-14,"Molecular Functions",0.346026490066225
"5038","evm.TU.chromosome_5.2585","GO:0008270","zinc ion binding",1782,474,386.88,1.5e-07,"Molecular Functions",0.265993265993266
"5039","evm.TU.chromosome_5.2585","GO:0016874","ligase activity",573,201,124.4,1.2e-13,"Molecular Functions",0.350785340314136
