readfile	mapping_type	read_length	count
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2512_R1_001.fastq.gz_1.bam	N	23	576002
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2512_R1_001.fastq.gz_1.bam	N	24	618656
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2512_R1_001.fastq.gz_1.bam	N	>24	11268213
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2523_R1_001.fastq.gz_1.bam	U	<21	101504
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2523_R1_001.fastq.gz_1.bam	U	21	17012
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2523_R1_001.fastq.gz_1.bam	U	22	27345
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2523_R1_001.fastq.gz_1.bam	U	23	36709
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2523_R1_001.fastq.gz_1.bam	U	24	20052
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2523_R1_001.fastq.gz_1.bam	U	>24	1194470
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2523_R1_001.fastq.gz_1.bam	P	<21	46245
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2523_R1_001.fastq.gz_1.bam	P	21	15134
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2523_R1_001.fastq.gz_1.bam	P	22	30680
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2523_R1_001.fastq.gz_1.bam	P	23	23085
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2523_R1_001.fastq.gz_1.bam	P	24	20430
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2523_R1_001.fastq.gz_1.bam	P	>24	1097147
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2523_R1_001.fastq.gz_1.bam	R	<21	83666
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2523_R1_001.fastq.gz_1.bam	R	21	27701
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2523_R1_001.fastq.gz_1.bam	R	22	32174
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2523_R1_001.fastq.gz_1.bam	R	23	33144
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2523_R1_001.fastq.gz_1.bam	R	24	33398
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2523_R1_001.fastq.gz_1.bam	R	>24	737844
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2523_R1_001.fastq.gz_1.bam	H	<21	3265
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2523_R1_001.fastq.gz_1.bam	H	21	530
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2523_R1_001.fastq.gz_1.bam	H	22	465
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2523_R1_001.fastq.gz_1.bam	H	23	1711
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2523_R1_001.fastq.gz_1.bam	H	24	2296
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2523_R1_001.fastq.gz_1.bam	H	>24	62112
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2523_R1_001.fastq.gz_1.bam	N	<21	787727
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2523_R1_001.fastq.gz_1.bam	N	21	651432
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2523_R1_001.fastq.gz_1.bam	N	22	787080
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2523_R1_001.fastq.gz_1.bam	N	23	629075
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2523_R1_001.fastq.gz_1.bam	N	24	550184
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2523_R1_001.fastq.gz_1.bam	N	>24	9941648
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2563_R1_001.fastq.gz_1.bam	U	<21	120401
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2563_R1_001.fastq.gz_1.bam	U	21	16058
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2563_R1_001.fastq.gz_1.bam	U	22	23326
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2563_R1_001.fastq.gz_1.bam	U	23	21840
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2563_R1_001.fastq.gz_1.bam	U	24	14731
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2563_R1_001.fastq.gz_1.bam	U	>24	820688
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2563_R1_001.fastq.gz_1.bam	P	<21	55311
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2563_R1_001.fastq.gz_1.bam	P	21	14879
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2563_R1_001.fastq.gz_1.bam	P	22	18027
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2563_R1_001.fastq.gz_1.bam	P	23	18355
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2563_R1_001.fastq.gz_1.bam	P	24	20992
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2563_R1_001.fastq.gz_1.bam	P	>24	624854
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2563_R1_001.fastq.gz_1.bam	R	<21	104125
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2563_R1_001.fastq.gz_1.bam	R	21	34010
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2563_R1_001.fastq.gz_1.bam	R	22	39243
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2563_R1_001.fastq.gz_1.bam	R	23	39405
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2563_R1_001.fastq.gz_1.bam	R	24	38465
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2563_R1_001.fastq.gz_1.bam	R	>24	789783
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2563_R1_001.fastq.gz_1.bam	H	<21	4963
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2563_R1_001.fastq.gz_1.bam	H	21	743
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2563_R1_001.fastq.gz_1.bam	H	22	400
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2563_R1_001.fastq.gz_1.bam	H	23	997
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2563_R1_001.fastq.gz_1.bam	H	24	1442
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2563_R1_001.fastq.gz_1.bam	H	>24	36665
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2563_R1_001.fastq.gz_1.bam	N	<21	1040302
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2563_R1_001.fastq.gz_1.bam	N	21	733821
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2563_R1_001.fastq.gz_1.bam	N	22	662959
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2563_R1_001.fastq.gz_1.bam	N	23	613611
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2563_R1_001.fastq.gz_1.bam	N	24	660130
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2563_R1_001.fastq.gz_1.bam	N	>24	10452476
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2729_R1_001.fastq.gz_1.bam	U	<21	88078
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2729_R1_001.fastq.gz_1.bam	U	21	10842
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2729_R1_001.fastq.gz_1.bam	U	22	9746
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2729_R1_001.fastq.gz_1.bam	U	23	8211
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2729_R1_001.fastq.gz_1.bam	U	24	7370
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2729_R1_001.fastq.gz_1.bam	U	>24	284316
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2729_R1_001.fastq.gz_1.bam	P	<21	59250
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2729_R1_001.fastq.gz_1.bam	P	21	9767
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2729_R1_001.fastq.gz_1.bam	P	22	12892
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2729_R1_001.fastq.gz_1.bam	P	23	9499
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2729_R1_001.fastq.gz_1.bam	P	24	7510
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2729_R1_001.fastq.gz_1.bam	P	>24	655034
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2729_R1_001.fastq.gz_1.bam	R	<21	63106
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2729_R1_001.fastq.gz_1.bam	R	21	17139
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2729_R1_001.fastq.gz_1.bam	R	22	20854
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2729_R1_001.fastq.gz_1.bam	R	23	20560
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2729_R1_001.fastq.gz_1.bam	R	24	20857
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2729_R1_001.fastq.gz_1.bam	R	>24	328978
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2729_R1_001.fastq.gz_1.bam	H	<21	1616
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2729_R1_001.fastq.gz_1.bam	H	21	230
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2729_R1_001.fastq.gz_1.bam	H	22	195
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2729_R1_001.fastq.gz_1.bam	H	23	518
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2729_R1_001.fastq.gz_1.bam	H	24	501
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2729_R1_001.fastq.gz_1.bam	H	>24	7413
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2729_R1_001.fastq.gz_1.bam	N	<21	1046549
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2729_R1_001.fastq.gz_1.bam	N	21	739490
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2729_R1_001.fastq.gz_1.bam	N	22	1123796
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2729_R1_001.fastq.gz_1.bam	N	23	784070
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2729_R1_001.fastq.gz_1.bam	N	24	603792
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2729_R1_001.fastq.gz_1.bam	N	>24	11179690
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2755_R1_001.fastq.gz_1.bam	U	<21	251641
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2755_R1_001.fastq.gz_1.bam	U	21	27035
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2755_R1_001.fastq.gz_1.bam	U	22	40838
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2755_R1_001.fastq.gz_1.bam	U	23	32123
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2755_R1_001.fastq.gz_1.bam	U	24	19350
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2755_R1_001.fastq.gz_1.bam	U	>24	761424
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2755_R1_001.fastq.gz_1.bam	P	<21	116983
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2755_R1_001.fastq.gz_1.bam	P	21	21435
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2755_R1_001.fastq.gz_1.bam	P	22	23106
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2755_R1_001.fastq.gz_1.bam	P	23	18127
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2755_R1_001.fastq.gz_1.bam	P	24	16202
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2755_R1_001.fastq.gz_1.bam	P	>24	999457
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2755_R1_001.fastq.gz_1.bam	R	<21	155933
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2755_R1_001.fastq.gz_1.bam	R	21	37915
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2755_R1_001.fastq.gz_1.bam	R	22	44286
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2755_R1_001.fastq.gz_1.bam	R	23	47377
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2755_R1_001.fastq.gz_1.bam	R	24	33322
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2755_R1_001.fastq.gz_1.bam	R	>24	589323
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2755_R1_001.fastq.gz_1.bam	H	<21	9154
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2755_R1_001.fastq.gz_1.bam	H	21	1050
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2755_R1_001.fastq.gz_1.bam	H	22	631
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2755_R1_001.fastq.gz_1.bam	H	23	2017
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2755_R1_001.fastq.gz_1.bam	H	24	1904
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2755_R1_001.fastq.gz_1.bam	H	>24	24342
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2755_R1_001.fastq.gz_1.bam	N	<21	1754656
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2755_R1_001.fastq.gz_1.bam	N	21	1176046
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2755_R1_001.fastq.gz_1.bam	N	22	1062613
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2755_R1_001.fastq.gz_1.bam	N	23	662308
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2755_R1_001.fastq.gz_1.bam	N	24	572699
/data/putnamlab/jillashey/Astrangia2021/smRNA/shortstack/AST-2755_R1_001.fastq.gz_1.bam	N	>24	7766526
