Coords	Name	MIRNA	AST-1065_R1_001.fastq.gz_1	AST-1147_R1_001.fastq.gz_1	AST-1412_R1_001.fastq.gz_1	AST-1560_R1_001.fastq.gz_1	AST-1567_R1_001.fastq.gz_1	AST-1617_R1_001.fastq.gz_1	AST-1722_R1_001.fastq.gz_1	AST-2000_R1_001.fastq.gz_1	AST-2007_R1_001.fastq.gz_1	AST-2302_R1_001.fastq.gz_1	AST-2360_R1_001.fastq.gz_1	AST-2398_R1_001.fastq.gz_1	AST-2404_R1_001.fastq.gz_1	AST-2412_R1_001.fastq.gz_1	AST-2512_R1_001.fastq.gz_1	AST-2523_R1_001.fastq.gz_1	AST-2563_R1_001.fastq.gz_1	AST-2729_R1_001.fastq.gz_1	AST-2755_R1_001.fastq.gz_1
chromosome_14:17749063-17749492	Cluster_5355	N	1	2	0	1	0	25	0	3	0	76	1	3	8	0	0	297	9	0	374
chromosome_14:17791459-17791876	Cluster_5356	N	0	70	0	17	1	175	44	1	0	2	0	0	0	1	0	0	0	0	51
chromosome_14:17805061-17805487	Cluster_5357	N	0	687	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0
chromosome_14:17860117-17861044	Cluster_5358	N	71	457	164	183	179	179	240	191	116	111	165	227	138	19	39	119	84	47	163
chromosome_14:17861411-17861824	Cluster_5359	N	0	22	4	0	12	1	183	31	35	20	0	40	1	0	0	7	2	5	2
chromosome_14:17887839-17888268	Cluster_5360	N	9	454	11	0	14	33	210	16	287	34	1	75	13	2	1	13	20	0	5
chromosome_14:17903472-17903899	Cluster_5361	N	0	0	3	0	55	519	0	0	3	1	0	2	29	0	0	110	1	0	1
chromosome_14:18156467-18156892	Cluster_5362	N	0	1	14	0	24	37	0	18	90	173	0	0	1	0	0	0	0	11	14
chromosome_14:18409115-18409579	Cluster_5363	N	1	427	24	1	29	172	110	2	239	0	0	341	14	22	11	140	45	39	4
chromosome_14:18472869-18473284	Cluster_5364	N	0	371	1	0	1	0	1	0	4	13	0	45	35	0	1	163	0	0	0
chromosome_14:18576151-18576579	Cluster_5365	N	4	539	0	0	4	14	0	0	58	0	1	11	0	0	0	2	5	0	0
chromosome_14:18595190-18595782	Cluster_5366	N	2	138	10	0	37	6	140	9	0	154	5	1401	34	15	0	12	44	1	18
chromosome_14:18677531-18677956	Cluster_5367	N	2	547	4	0	11	127	19	0	5	39	0	30	36	0	0	0	50	0	0
chromosome_14:18728437-18729056	Cluster_5368	N	116	6470	361	3	110	1013	340	47	77	551	211	11	1045	198	1	301	211	48	105
chromosome_14:18776194-18776616	Cluster_5369	N	0	2	170	2	1	171	119	2	607	13	23	0	1	0	18	0	2	5	201
chromosome_14:18777201-18777626	Cluster_5370	N	0	0	78	0	0	124	19	3	242	7	7	0	1	0	8	0	0	0	171
chromosome_14:18777840-18778251	Cluster_5371	N	1	0	170	0	0	176	40	0	433	4	23	0	0	0	13	0	0	2	97
chromosome_14:18779435-18780941	Cluster_5372	N	302	15022	3262	65	40	3141	104	1195	3498	3592	486	3214	4089	326	266	1172	834	117	285
chromosome_14:18783662-18784088	Cluster_5373	N	0	40	0	0	5	175	486	10	0	6	17	4	7	2	2	2	1	10	0
chromosome_14:18785627-18786054	Cluster_5374	N	2	181	6	2	2	159	631	82	3	0	9	6	11	0	3	7	1	1	0
chromosome_14:18804393-18804822	Cluster_5375	N	1	120	4	0	113	81	222	7	11	17	0	37	4	0	0	50	124	2	1
chromosome_14:18808089-18808530	Cluster_5376	N	10	624	53	0	40	328	156	17	41	26	5	44	3	13	1	138	24	12	16
chromosome_14:18810294-18810723	Cluster_5377	N	7	558	26	0	15	74	33	117	7	21	2	14	3	2	2	6	18	3	6
chromosome_14:18811246-18811687	Cluster_5378	N	11	566	58	4	38	83	178	237	38	39	9	159	58	5	0	63	10	16	15
chromosome_14:18815082-18815511	Cluster_5379	N	0	556	1	0	6	23	13	17	5	4	3	38	12	2	3	57	0	0	2
chromosome_14:18818121-18818549	Cluster_5380	N	0	595	5	0	34	19	140	33	0	0	8	38	20	1	0	72	45	10	0
chromosome_14:18820128-18820545	Cluster_5381	N	1	683	42	0	23	16	119	158	4	2	1	29	11	0	0	94	34	9	1
chromosome_14:18821557-18822907	Cluster_5382	N	10	3426	235	1	217	374	1271	552	217	47	40	185	280	61	17	458	307	60	102
chromosome_14:18822994-18823420	Cluster_5383	N	2	409	53	2	39	363	146	29	113	2	6	36	30	16	1	78	42	5	19
chromosome_14:18823641-18824384	Cluster_5384	N	7	914	178	1	114	589	137	240	139	39	41	155	126	68	3	247	140	40	50
chromosome_14:18825028-18825457	Cluster_5385	N	22	244	68	0	10	293	122	42	214	51	17	37	27	21	2	31	33	3	68
chromosome_14:18826806-18827369	Cluster_5386	N	3	1125	80	0	18	49	22	363	28	13	2	2	19	5	0	158	12	9	13
chromosome_14:18827372-18828008	Cluster_5387	N	6	132	18	2	10	27	65	122	330	9	3	12	131	9	3	1097	7	3	3
chromosome_14:18834849-18835590	Cluster_5388	N	41	459	0	2	11	5	93	0	28	482	0	20	108	294	8	14	41	22	5
chromosome_14:18836881-18837306	Cluster_5389	N	5	251	1	0	0	80	26	0	0	42	0	27	60	0	3	2	17	5	4
chromosome_14:18838894-18839321	Cluster_5390	N	5	133	4	3	0	37	36	1	3	136	92	13	2	125	9	22	0	0	73
chromosome_14:18847860-18848289	Cluster_5391	N	16	184	6	0	9	44	2	142	2	16	5	35	13	1	12	22	30	7	1
chromosome_14:18849160-18849705	Cluster_5392	N	4	844	141	2	96	423	126	160	75	48	17	64	154	132	17	204	154	76	66
chromosome_14:18849851-18850272	Cluster_5393	N	16	375	28	1	33	101	46	31	36	41	19	56	9	21	9	76	38	9	17
chromosome_14:18850631-18852414	Cluster_5394	N	1389	45304	3258	21	248	3818	465	2353	6736	1699	846	739	7452	311	72	761	3368	109	378
chromosome_14:18852457-18853196	Cluster_5395	N	56	467	209	7	151	570	255	187	290	55	46	549	421	77	21	112	205	45	238
chromosome_14:18853508-18854299	Cluster_5396	N	44	1186	111	2	105	231	593	416	142	182	88	647	288	34	37	264	29	51	271
chromosome_14:18854765-18855466	Cluster_5397	N	35	260	55	2	54	214	257	57	941	138	10	427	91	19	5	61	68	26	94
chromosome_14:18856095-18856637	Cluster_5398	N	32	349	53	3	12	464	246	44	60	286	13	247	170	7	61	102	17	53	98
chromosome_14:18857686-18858535	Cluster_5399	N	61	761	116	6	136	232	245	163	88	965	242	356	126	41	15	544	138	36	60
chromosome_14:18858694-18859570	Cluster_5400	N	64	1561	154	12	83	410	577	108	224	342	22	256	126	65	12	398	198	36	126
chromosome_14:18859869-18860298	Cluster_5401	N	9	3674	72	1	9	69	148	15	21	51	6	56	11	5	4	29	17	23	27
chromosome_14:18861895-18862313	Cluster_5402	N	36	210	27	0	22	81	240	173	147	160	391	244	47	19	5	40	56	5	66
chromosome_14:18862506-18862981	Cluster_5403	N	5	3782	20	1	54	144	114	504	34	84	16	165	36	16	2	25	34	14	68
chromosome_14:18863350-18863770	Cluster_5404	N	2	67	3	0	41	67	19	126	4	5	0	65	38	6	3	8	7	19	7
chromosome_14:18864221-18864649	Cluster_5405	N	22	257	36	1	33	154	49	85	116	77	16	132	89	21	5	67	41	13	13
chromosome_14:18865448-18866089	Cluster_5406	N	44	1356	72	3	6	891	631	152	113	327	53	633	470	14	2	241	158	2	114
chromosome_14:18866390-18867319	Cluster_5407	N	29	1416	60	1	38	218	420	118	196	117	21	1001	163	154	1	96	32	19	127
chromosome_14:18867855-18868283	Cluster_5408	N	4	609	22	0	12	91	52	13	14	29	0	57	33	34	6	25	49	0	10
chromosome_14:18868306-18868995	Cluster_5409	N	17	479	53	4	44	247	373	49	37	115	1	92	32	2	3	1001	49	12	18
chromosome_14:18869865-18870295	Cluster_5410	N	7	210	405	3	24	421	91	159	222	281	13	565	972	83	3	283	134	138	39
chromosome_14:18871249-18872958	Cluster_5411	N	261	1245	486	24	192	1005	633	399	642	1058	28	1616	1608	677	19	623	385	229	135
chromosome_14:18873204-18873746	Cluster_5412	N	5	3488	4	9	143	2004	1359	206	3	2487	3	1472	14	1	75	23	27	7	58
chromosome_14:18874244-18874648	Cluster_5413	N	8	305	9	2	0	135	51	8	14	24	1	52	45	19	3	48	33	0	14
chromosome_14:18875193-18875767	Cluster_5414	N	20	1621	17	0	118	310	270	794	53	566	0	123	86	38	98	141	399	0	99
chromosome_14:18875828-18876255	Cluster_5415	N	8	241	77	0	10	119	48	3	18	49	0	26	53	26	6	114	99	0	8
chromosome_14:18878062-18878490	Cluster_5416	N	0	716	0	0	1	322	408	28	0	2	6	11	0	1	65	0	1	0	77
chromosome_14:18881109-18881551	Cluster_5417	N	0	5327	5	1	830	81	56	347	4	26	4	9	8	1	13	13	24	1	0
chromosome_14:18883087-18883545	Cluster_5418	N	18	368	20	7	26	243	95	56	51	153	1	154	83	25	16	93	74	0	16
chromosome_14:18884059-18885119	Cluster_5419	N	481	851	35	2	725	526	2022	222	328	404	11	1008	217	185	23	399	215	497	594
chromosome_14:18887664-18888091	Cluster_5420	N	66	275	32	2	30	144	129	46	61	92	11	116	84	16	4	49	35	2	41
chromosome_14:18888706-18889198	Cluster_5421	N	30	11989	32	3	4	3535	13	8	17	13	5	53	137	65	26	1212	390	8	15
chromosome_14:18889759-18890188	Cluster_5422	N	0	558	2	4	2	36	2	58	3	1	0	1	5	4	3	10	5	2	5
chromosome_14:18895473-18896530	Cluster_5423	N	425	3019	483	14	773	1564	1786	535	1196	2350	152	1881	1750	474	47	954	599	123	374
chromosome_14:18897264-18897685	Cluster_5424	N	28	423	2	2	25	87	223	25	80	65	10	101	42	8	5	30	17	2	39
chromosome_14:18898805-18899339	Cluster_5425	N	53	547	64	2	33	324	383	107	202	171	8	288	138	48	14	152	99	0	75
chromosome_14:18906790-18907215	Cluster_5426	N	283	76	208	1	2	0	128	1	26	0	0	1	0	0	0	0	0	1	145
chromosome_14:18922314-18922737	Cluster_5427	N	18	129	5	0	3	21	302	30	36	24	1	46	2	4	3	19	3	2	7
chromosome_14:18927528-18927959	Cluster_5428	N	16	543	24	2	81	182	475	41	61	53	9	125	24	157	7	27	46	15	100
chromosome_14:18928915-18929341	Cluster_5429	N	71	374	28	6	42	35	4	27	3	329	7	49	36	6	0	24	12	0	6
chromosome_14:18937125-18937578	Cluster_5430	N	2	2900	8	0	9	49	38	3	12	334	6	14	0	2	2	23	6	2	1
chromosome_14:18944083-18944519	Cluster_5431	N	1	324	1	0	11	80	291	60	10	78	0	2	10	8	0	92	10	19	22
chromosome_14:18949393-18950160	Cluster_5432	N	17	524	19	1	15	35	303	195	16	103	0	57	11	5	4	32	3	6	14
chromosome_14:18951892-18952509	Cluster_5433	N	27	794	14	1	4	41	247	29	30	82	6	166	16	16	11	55	18	6	40
chromosome_14:18955764-18956567	Cluster_5434	N	57	2394	62	0	68	101	464	85	96	245	15	259	15	49	26	123	97	33	93
chromosome_14:18958551-18959653	Cluster_5435	N	60	6396	116	6	93	186	2339	862	126	3995	333	2522	1249	250	49	101	944	231	1338
chromosome_14:18964419-18964846	Cluster_5436	N	12	348	6	0	4	36	128	7	27	114	3	53	33	0	7	13	5	0	2
chromosome_14:18975260-18975668	Cluster_5437	N	8	272	16	2	7	52	80	49	27	17	4	23	6	2	6	7	6	1	10
chromosome_14:18995735-18996161	Cluster_5438	N	34	351	16	0	9	69	151	81	89	54	14	75	1	5	9	26	10	2	26
chromosome_14:19006417-19007357	Cluster_5439	N	30	1313	36	1	42	96	679	58	120	256	10	282	2	7	2	68	14	8	26
chromosome_14:19009005-19009469	Cluster_5440	N	1	102	17	1	3	7	1660	4	5	12	1	20	4	5	0	2	10	0	21
chromosome_14:19009746-19010643	Cluster_5441	N	352	7735	217	4	15	583	166	34	23	40	5	1821	32	18	123	31	709	8	499
chromosome_14:19010736-19011216	Cluster_5442	N	40	3062	111	0	16	511	224	19	28	24	2	101	21	87	34	24	57	5	131
chromosome_14:19011958-19012378	Cluster_5443	N	27	570	7	0	23	143	94	60	29	49	4	52	18	5	0	24	28	2	18
chromosome_14:19016927-19017356	Cluster_5444	N	16	465	31	1	30	49	113	34	13	156	1	34	1	4	0	9	17	38	40
chromosome_14:19017503-19019150	Cluster_5445	N	495	3161	20	3	23	156	2305	58	174	6993	194	1467	20	16	102	210	39	148	757
chromosome_14:19019458-19019881	Cluster_5446	N	7	293	3	4	9	31	50	24	30	681	95	36	3	1	2	25	11	263	11
chromosome_14:19020237-19020662	Cluster_5447	N	4	295	19	0	83	69	0	30	4	4	10	0	10	4	0	22	29	11	39
chromosome_14:19021258-19021868	Cluster_5448	N	7	3494	415	4	581	625	1	740	6	38	113	9	816	143	163	482	1382	94	209
chromosome_14:19024064-19024786	Cluster_5449	N	43	803	123	4	40	173	56	104	71	107	18	21	15	26	6	81	66	10	23
chromosome_14:19025271-19025853	Cluster_5450	N	56	97	215	0	585	382	31	140	217	1239	19	0	10	74	0	162	295	40	2
chromosome_14:19025902-19026331	Cluster_5451	N	13	1128	47	3	54	106	5	54	24	61	23	2	7	7	3	44	51	4	18
chromosome_14:19026370-19026993	Cluster_5452	N	69	403	69	10	23	87	0	86	4	394	21	0	7	3	5	20	34	0	4
chromosome_14:19027631-19029022	Cluster_5453	N	134	1428	2746	6	52	123	275	173	1157	5741	288	217	1311	22	139	123	250	779	76
chromosome_14:19033147-19033613	Cluster_5454	N	47	264	82	10	0	179	149	35	104	206	5	179	20	35	10	27	40	15	79
chromosome_14:19033702-19034180	Cluster_5455	N	93	458	74	4	0	361	261	77	203	373	21	456	47	93	17	166	153	26	130
chromosome_14:19036982-19037403	Cluster_5456	N	17	84	43	2	10	290	322	28	55	86	12	70	11	32	6	62	35	6	25
chromosome_14:19037758-19038184	Cluster_5457	N	0	9	25	0	5	146	528	24	8	0	2	5	1	3	6	16	17	0	2
chromosome_14:19038401-19038820	Cluster_5458	N	24	3	15	3	0	114	119	6	50	79	1	64	12	10	0	2	27	1	15
chromosome_14:19052833-19053568	Cluster_5459	N	126	261	35	3	65	200	131	24	161	133	12	169	106	89	3	106	135	12	293
chromosome_14:19056887-19057308	Cluster_5460	N	23	87	21	0	5	59	111	15	53	103	0	12	4	10	0	4	11	0	10
chromosome_14:19057844-19059325	Cluster_5461	N	208	2007	132	16	355	1000	1657	205	699	727	68	841	423	90	30	320	530	119	240
chromosome_14:19062092-19062522	Cluster_5462	N	21	268	16	0	26	1	169	51	129	53	9	109	48	0	8	43	18	13	63
chromosome_14:19066142-19066570	Cluster_5463	N	9	84	11	0	16	58	873	13	27	31	5	72	21	3	2	1	13	1	11
chromosome_14:19067361-19068052	Cluster_5464	N	34	173	30	2	37	333	147	94	68	79	9	127	166	43	10	19	557	12	27
chromosome_14:19068394-19069265	Cluster_5465	N	142	337	86	10	200	675	409	128	266	158	13	387	304	82	11	93	154	19	158
chromosome_14:19070135-19070564	Cluster_5466	N	29	201	27	1	32	59	205	41	65	77	10	172	14	11	4	50	50	10	92
chromosome_14:19072524-19073324	Cluster_5467	N	94	282	47	1	48	84	316	63	155	174	22	293	91	20	7	80	117	11	113
chromosome_14:19074706-19075702	Cluster_5468	N	271	1166	85	7	130	330	710	99	252	612	28	852	376	88	6	248	313	22	196
chromosome_14:19075932-19076340	Cluster_5469	N	16	177	14	0	23	65	123	19	30	166	4	54	38	11	0	11	31	2	22
chromosome_14:19076495-19076934	Cluster_5470	N	27	208	11	1	15	276	336	39	103	73	3	63	29	12	0	37	53	1	412
chromosome_14:19078315-19078744	Cluster_5471	N	72	312	18	3	19	102	146	24	80	107	17	207	74	4	3	52	91	0	42
chromosome_14:19079054-19079461	Cluster_5472	N	20	144	12	0	3	0	140	8	108	75	6	94	24	1	0	16	8	0	28
chromosome_14:19079514-19079943	Cluster_5473	N	53	280	22	0	0	3	501	47	242	87	2	188	14	1	0	33	6	2	24
chromosome_14:19091791-19092210	Cluster_5474	N	4	426	6	0	3	51	0	60	16	12	3	11	39	7	4	54	14	0	3
chromosome_14:19092442-19092871	Cluster_5475	N	12	136	3	0	0	26	0	28	5	14	5	22	26	7	16	16	546	3	8
chromosome_14:19093821-19094250	Cluster_5476	N	15	1123	47	0	1	112	0	234	114	40	15	58	38	19	21	185	5	3	9
chromosome_14:19096484-19097034	Cluster_5477	N	27	807	38	1	0	200	2	83	95	71	2	87	97	16	9	120	24	7	16
chromosome_14:19097338-19097757	Cluster_5478	N	3	195	20	1	17	194	0	56	31	16	0	18	81	29	2	33	73	0	5
chromosome_14:19105917-19106336	Cluster_5479	N	2	34	8	0	16	159	78	50	29	2	4	8	188	24	0	21	47	0	0
chromosome_14:19108087-19108499	Cluster_5480	N	12	223	18	0	25	155	79	142	48	29	10	58	96	11	10	6	83	4	9
chromosome_14:19109409-19110874	Cluster_5481	N	0	2292	657	1	278	1687	0	481	1078	1	142	3	1830	225	175	7	1083	66	1
chromosome_14:19111099-19111523	Cluster_5482	N	0	125	18	0	41	157	0	32	136	0	31	1	89	7	3	0	35	6	0
chromosome_14:19112996-19113530	Cluster_5483	N	0	927	49	1	1	432	0	108	80	0	0	0	274	32	6	10	152	1	0
chromosome_14:19128532-19128961	Cluster_5484	N	3	334	12	1	8	179	20	100	8	19	2	12	33	9	3	18	33	4	0
chromosome_14:19130372-19130801	Cluster_5485	N	0	665	22	0	0	544	48	59	8	8	1	10	22	11	2	5	4	1	2
chromosome_14:19131179-19131584	Cluster_5486	N	17	373	1	0	10	262	81	63	10	50	3	22	32	14	1	37	22	1	8
chromosome_14:19133073-19133717	Cluster_5487	N	32	1804	15	1	17	182	238	171	181	95	13	139	138	16	100	135	61	9	26
chromosome_14:19134134-19134562	Cluster_5488	N	23	388	1	0	5	145	110	62	71	46	7	48	75	5	1	17	56	0	4
chromosome_14:19135759-19136184	Cluster_5489	N	31	219	5	1	1	230	197	79	29	68	6	49	188	41	4	18	98	1	22
chromosome_14:19136488-19136898	Cluster_5490	N	2	181	2	0	2	61	222	51	18	43	2	35	23	10	4	4	7	0	9
chromosome_14:19137351-19137767	Cluster_5491	N	5	177	10	1	16	89	49	96	28	48	14	35	32	11	7	13	35	0	9
chromosome_14:19144123-19144813	Cluster_5492	N	0	366	10	0	4	246	473	31	39	456	1	287	0	1	2	14	1	38	158
chromosome_14:19161150-19161578	Cluster_5493	N	234	237	39	4	31	121	154	54	264	182	4	167	153	13	0	21	58	10	73
chromosome_14:19163647-19164070	Cluster_5494	N	8	162	9	0	14	60	161	37	12	11	5	24	16	5	4	8	17	1	6
chromosome_14:19164420-19164963	Cluster_5495	N	117	655	54	2	151	967	661	171	187	170	39	251	311	80	38	132	370	18	96
chromosome_14:19202596-19203013	Cluster_5496	N	9	195	8	1	4	224	73	54	18	39	6	30	40	5	2	19	35	1	4
chromosome_14:19208768-19209196	Cluster_5497	N	40	703	31	0	3	474	370	51	32	44	2	3	87	45	13	10	24	0	2
chromosome_14:19211364-19211791	Cluster_5498	N	83	401	0	1	0	185	83	39	126	43	1	0	187	64	0	0	76	1	0
chromosome_14:19212884-19213311	Cluster_5499	N	52	239	23	0	9	70	475	125	98	165	1	6	45	267	1	2	8	0	53
chromosome_14:19222051-19222468	Cluster_5500	N	28	486	51	0	38	60	54	76	42	97	7	155	51	25	9	66	16	25	18
chromosome_14:19226352-19226868	Cluster_5501	N	32	17783	150	2	13	235	5082	214	1978	1	308	98	4595	55	3	106	116	78	96
chromosome_14:19227699-19228111	Cluster_5502	N	1	511	6	1	10	18	19	7	8	2	0	53	59	7	1	12	1	3	2
chromosome_14:19230490-19230917	Cluster_5503	N	5	2	0	0	0	250	161	0	10	29	0	36	17	8	2	0	6	0	3
chromosome_14:19278733-19279162	Cluster_5504	N	1	508	16	0	14	102	157	69	21	21	3	75	17	4	4	35	12	5	5
chromosome_14:19279466-19279955	Cluster_5505	N	88	107	19	3	5	663	174	176	56	1189	1	8	6	10	0	788	83	33	1
chromosome_14:19280743-19281430	Cluster_5506	N	9	362	21	5	9	103	129	113	81	72	3	48	27	19	12	24	22	4	62
chromosome_14:19318376-19318804	Cluster_5507	N	1	178	22	1	99	324	101	31	34	20	2	57	59	1	0	16	0	0	4
chromosome_14:19336141-19336565	Cluster_5508	N	8	259	31	0	21	0	72	47	15	43	0	50	32	5	3	54	32	0	19
chromosome_14:19337155-19337759	Cluster_5509	N	6	1751	94	8	241	211	272	181	243	732	9	127	457	41	23	121	210	8	36
chromosome_14:19339627-19340196	Cluster_5510	N	55	620	105	1	71	91	281	131	86	187	4	64	18	13	1	197	94	280	15
chromosome_14:19340922-19341879	Cluster_5511	N	43	573	69	1	27	943	246	40	136	219	53	497	268	64	49	57	179	9	66
chromosome_14:19343812-19345072	Cluster_5512	N	75	1702	256	7	261	542	361	604	243	447	21	1202	424	75	10	305	189	100	833
chromosome_14:19345584-19346972	Cluster_5513	N	304	1181	342	3	304	257	524	350	241	934	97	1276	437	77	6	667	257	100	185
chromosome_14:19347081-19347578	Cluster_5514	N	62	569	106	0	156	363	281	139	99	278	30	391	194	28	4	171	110	29	73
chromosome_14:19347983-19349638	Cluster_5515	N	213	4439	417	12	378	1205	991	424	326	1126	75	1751	757	139	66	816	406	62	207
chromosome_14:19351069-19351570	Cluster_5516	N	117	185	45	0	19	157	77	26	101	213	22	399	171	49	3	56	78	33	178
chromosome_14:19351645-19352069	Cluster_5517	N	17	185	17	0	22	153	46	19	67	112	26	116	48	21	2	39	53	9	91
chromosome_14:19352474-19352902	Cluster_5518	N	35	109	28	0	23	176	24	10	111	158	11	126	0	22	0	42	74	13	64
chromosome_14:19353242-19354930	Cluster_5519	N	138	1056	58	3	1454	233	539	263	2946	5130	38	1016	3176	164	134	95	145	33	118
chromosome_14:19356416-19356993	Cluster_5520	N	522	1814	505	0	271	1009	107	167	139	1493	96	779	1	20	0	798	2120	26	3411
chromosome_14:19359445-19359873	Cluster_5521	N	6	807	20	0	3	57	98	8	15	14	1	23	5	128	2	18	18	4	14
chromosome_14:19360580-19361007	Cluster_5522	N	38	123	22	0	19	44	344	45	45	74	17	33	0	27	3	29	36	4	41
chromosome_14:19366313-19366740	Cluster_5523	N	0	13	170	0	0	489	13	2	118	66	0	5	8	13	0	2	17	1	5
chromosome_14:19384431-19384843	Cluster_5524	N	3	10	62	0	0	47	451	185	2	0	3	0	1	0	0	1	4	1	2
chromosome_14:19384883-19385312	Cluster_5525	N	9	43	206	0	0	74	453	250	0	2	18	14	0	0	4	2	26	1	0
chromosome_14:19396408-19396836	Cluster_5526	N	4	100	4	0	1	357	52	53	10	6	2	32	27	27	1	6	14	2	3
chromosome_14:19419830-19420259	Cluster_5527	N	31	0	21	0	25	156	208	0	46	61	0	72	41	26	0	36	55	14	46
chromosome_14:19423868-19424284	Cluster_5528	N	29	135	27	0	16	212	127	41	40	34	3	53	20	4	0	27	25	4	17
chromosome_14:19425401-19425807	Cluster_5529	N	16	158	30	0	23	176	89	29	42	39	1	61	43	7	0	25	18	2	15
chromosome_14:19429186-19429631	Cluster_5530	N	2	257	337	0	167	332	1701	521	64	530	2	89	15	9	1	7	13	22	427
chromosome_14:19433952-19434371	Cluster_5531	N	0	127	14	1	1	66	104	62	4	5	1	13	8	3	0	2	4	0	1
chromosome_14:19441020-19441461	Cluster_5532	N	0	229	24	1	230	50	243	14	18	0	44	1	58	195	0	17	396	5	21
chromosome_14:19445132-19445553	Cluster_5533	N	2	286	16	2	27	137	106	14	28	5	2	7	9	3	4	54	15	1	9
chromosome_14:19445572-19446636	Cluster_5534	N	0	1934	379	1	346	335	225	280	207	306	35	0	107	26	4	132	132	12	69
chromosome_14:19448790-19449312	Cluster_5535	N	1	349	29	3	37	199	154	38	60	67	19	38	29	19	4	71	45	3	18
chromosome_14:19449659-19450087	Cluster_5536	N	6	618	61	0	132	281	73	97	42	69	0	8	104	14	16	364	63	10	22
chromosome_14:19453613-19454240	Cluster_5537	N	9	8119	691	0	313	1855	258	932	753	521	78	45	431	191	80	1760	504	30	195
chromosome_14:19454246-19454674	Cluster_5538	N	0	472	10	0	23	41	14	15	11	27	3	6	59	4	0	161	37	0	5
chromosome_14:19455169-19455672	Cluster_5539	N	31	637	91	3	37	423	135	223	126	192	8	52	156	34	3	128	101	3	33
chromosome_14:19461297-19461704	Cluster_5540	N	0	93	6	1	0	169	114	49	34	0	0	22	70	9	6	0	23	10	51
chromosome_14:19462474-19462903	Cluster_5541	N	0	327	14	0	0	94	100	56	27	8	0	49	149	9	7	11	43	16	70
chromosome_14:19463294-19463721	Cluster_5542	N	18	164	4	0	6	119	110	40	39	36	2	130	56	1	4	4	24	8	17
chromosome_14:19465348-19466049	Cluster_5543	N	22	266	22	0	13	880	479	140	198	77	20	278	310	80	15	76	176	27	84
chromosome_14:19467946-19468375	Cluster_5544	N	4	188	10	0	1	374	21	20	50	28	1	84	140	11	35	12	55	14	54
chromosome_14:19468585-19469011	Cluster_5545	N	2	242	0	0	0	139	50	62	48	1	0	6	72	20	9	0	36	34	0
chromosome_14:19469513-19470396	Cluster_5546	N	66	522	0	2	1	213	164	101	164	224	0	353	209	38	21	6	93	15	56
chromosome_14:19470820-19471238	Cluster_5547	N	28	495	1	3	0	193	111	103	101	95	4	278	198	16	34	0	92	18	37
chromosome_14:19471285-19471697	Cluster_5548	N	10	156	6	1	0	201	63	42	110	36	1	151	140	38	13	17	79	5	17
chromosome_14:19472194-19472623	Cluster_5549	N	19	259	0	0	0	156	88	34	85	42	0	81	159	10	16	0	85	0	18
chromosome_14:19472684-19473088	Cluster_5550	N	10	190	0	2	0	121	190	23	102	62	1	125	95	22	44	2	101	0	34
chromosome_14:19475201-19475630	Cluster_5551	N	4	612	3	0	4	17	6	17	1	15	0	6	2	0	1	5	3	20	3
chromosome_14:19476315-19477124	Cluster_5552	N	210	898	9	3	30	826	308	116	166	427	38	93	99	52	106	294	38	4	23
chromosome_14:19480335-19480758	Cluster_5553	N	31	99	7	1	0	128	147	38	68	112	5	317	166	20	7	0	49	5	134
chromosome_14:19481281-19481706	Cluster_5554	N	28	193	12	0	5	60	112	18	33	50	2	240	33	10	0	7	24	4	47
chromosome_14:19487825-19488254	Cluster_5555	N	1	2	188	0	1	478	3	0	25	0	40	0	0	0	39	0	66	8	4
chromosome_14:19494417-19494819	Cluster_5556	N	22	295	36	1	16	114	46	139	0	75	12	9	15	18	0	47	32	3	19
chromosome_14:19495210-19495638	Cluster_5557	N	27	477	24	0	1	20	112	65	7	22	2	25	33	12	1	50	15	7	25
chromosome_14:19497302-19497728	Cluster_5558	N	2	797	15	0	21	17	67	5	121	5	2	78	16	6	0	30	27	3	11
chromosome_14:19509222-19510317	Cluster_5559	N	225	2452	189	5	163	203	976	924	174	1089	42	17	436	104	67	242	414	80	9
chromosome_14:19510561-19510990	Cluster_5560	N	40	877	97	0	87	121	329	118	12	526	7	0	164	16	23	56	129	16	0
chromosome_14:19511100-19511529	Cluster_5561	N	2	555	5	0	5	55	449	3	10	19	6	0	9	0	1	8	6	6	0
chromosome_14:19511850-19512277	Cluster_5562	N	6	354	11	0	11	22	332	6	10	36	6	3	18	2	1	27	13	12	4
chromosome_14:19512405-19512833	Cluster_5563	N	9	20	22	0	60	118	12	226	46	202	15	0	104	0	4	38	116	11	29
chromosome_14:19514051-19514985	Cluster_5564	N	87	1473	62	0	31	723	351	23	284	165	17	489	70	16	14	269	83	15	18
chromosome_14:19518204-19518623	Cluster_5565	N	2	78	9	0	3	247	296	17	39	23	7	33	4	15	3	8	2	3	7
chromosome_14:19520886-19521313	Cluster_5566	N	35	215	36	5	6	189	109	14	86	90	32	146	9	14	24	85	14	1	19
chromosome_14:19521660-19522202	Cluster_5567	N	410	1872	375	17	53	2408	1370	263	2490	1047	299	1228	23	251	292	686	194	48	687
