"","gene_id","GO.ID","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","AST.1065","AST.1147","AST.1412","AST.1560","AST.1567","AST.1617","AST.1722","AST.2000","AST.2007","AST.2302","AST.2360","AST.2398","AST.2404","AST.2412","AST.2512","AST.2523","AST.2563","AST.2729","AST.2755"
"1026","evm.TU.chromosome_9.2645","GO:0005509",0.00102386344494426,0.999303843601392,102,950,"calcium ion binding","MF",1214,6202,587,23,1021,740,3119,68,657,1073,1181,3776,991,754,308,737,1814,21,115
"1027","evm.TU.chromosome_10.2658","GO:0005604",0.0359523167330957,0.980339369559458,19,159,"basement membrane","CC",1042,501,106,103,46,317,255,78,385,1442,79,177,587,190,55,793,702,167,0
"1028","evm.TU.chromosome_10.2658","GO:0005576",5.28067153734394e-22,1,184,1074,"extracellular region","CC",1042,501,106,103,46,317,255,78,385,1442,79,177,587,190,55,793,702,167,0
"1029","evm.TU.chromosome_10.2658","GO:0005509",0.00102386344494426,0.999303843601392,102,950,"calcium ion binding","MF",1042,501,106,103,46,317,255,78,385,1442,79,177,587,190,55,793,702,167,0
"1030","evm.TU.chromosome_10.3018","GO:0050111",0.0146362883483593,0.999633673240673,2,3,"mycocerosate synthase activity","MF",2388,19341,626,96,3024,1276,2448,186,2087,5642,702,2980,1770,2457,738,1635,3410,206,365
"1031","evm.TU.chromosome_10.3018","GO:0031177",0.00703947088111381,0.999220664768636,4,11,"phosphopantetheine binding","MF",2388,19341,626,96,3024,1276,2448,186,2087,5642,702,2980,1770,2457,738,1635,3410,206,365
"1032","evm.TU.chromosome_10.3018","GO:0016788",0.0226474004747081,0.994028839015477,6,29,"hydrolase activity, acting on ester bonds","MF",2388,19341,626,96,3024,1276,2448,186,2087,5642,702,2980,1770,2457,738,1635,3410,206,365
"1033","evm.TU.chromosome_10.3011","GO:0005874",0.0227362993518771,0.987049461297619,25,210,"microtubule","CC",722,1036,801,99,231,1602,868,837,1100,843,1233,772,483,671,189,464,863,261,83
"1034","evm.TU.chromosome_10.3195","GO:0031012",2.5325523748508e-06,0.999999046407506,38,221,"extracellular matrix","CC",253,4168,633,28,476,552,2479,200,547,873,295,2571,788,919,95,360,451,93,28
"1035","evm.TU.chromosome_10.3195","GO:0005615",2.23101259970386e-10,1,101,659,"extracellular space","CC",253,4168,633,28,476,552,2479,200,547,873,295,2571,788,919,95,360,451,93,28
"1036","evm.TU.chromosome_10.3195","GO:0005578",3.32736357308379e-07,1,55,332,NA,NA,253,4168,633,28,476,552,2479,200,547,873,295,2571,788,919,95,360,451,93,28
"1037","evm.TU.chromosome_10.3195","GO:0005509",0.00102386344494426,0.999303843601392,102,950,"calcium ion binding","MF",253,4168,633,28,476,552,2479,200,547,873,295,2571,788,919,95,360,451,93,28
"1038","evm.TU.chromosome_10.2289","GO:0005578",3.32736357308379e-07,1,55,332,NA,NA,9063,9333,6537,1420,2148,5527,4733,543,5130,17570,3436,7193,10899,3892,1699,16762,5281,1887,1133
"1039","evm.TU.chromosome_10.2289","GO:0005509",0.00102386344494426,0.999303843601392,102,950,"calcium ion binding","MF",9063,9333,6537,1420,2148,5527,4733,543,5130,17570,3436,7193,10899,3892,1699,16762,5281,1887,1133
"1040","evm.TU.chromosome_10.2289","GO:0005201",2.81642969046316e-07,0.999999916457382,31,144,"extracellular matrix structural constituent","MF",9063,9333,6537,1420,2148,5527,4733,543,5130,17570,3436,7193,10899,3892,1699,16762,5281,1887,1133
"1041","evm.TU.chromosome_10.2417","GO:0005615",2.23101259970386e-10,1,101,659,"extracellular space","CC",2619,650,649,121,10,811,1061,94,1030,4301,135,120,642,603,57,1395,1592,107,407
"1042","evm.TU.chromosome_10.2417","GO:0005578",3.32736357308379e-07,1,55,332,NA,NA,2619,650,649,121,10,811,1061,94,1030,4301,135,120,642,603,57,1395,1592,107,407
"1043","evm.TU.chromosome_10.2417","GO:0050840",0.0141694859956542,0.996690316488574,6,26,"extracellular matrix binding","MF",2619,650,649,121,10,811,1061,94,1030,4301,135,120,642,603,57,1395,1592,107,407
"1044","evm.TU.chromosome_10.2417","GO:0030198",0.0262790383496473,0.987388344022155,15,112,"extracellular matrix organization","BP",2619,650,649,121,10,811,1061,94,1030,4301,135,120,642,603,57,1395,1592,107,407
"1045","evm.TU.chromosome_10.706","GO:0008061",0.0015987360189158,0.999571075800172,11,48,"chitin binding","MF",429,265,175,52,68,60,246,46,98,760,57,107,461,99,70,437,194,25,20
"1046","evm.TU.chromosome_10.707","GO:0008061",0.0015987360189158,0.999571075800172,11,48,"chitin binding","MF",465,145,214,51,59,75,136,42,162,698,76,54,408,170,63,417,143,59,30
"1047","evm.TU.chromosome_10.2567","GO:0031012",2.5325523748508e-06,0.999999046407506,38,221,"extracellular matrix","CC",353,179,162,0,41,222,185,71,952,309,81,131,592,451,136,461,277,22,62
"1048","evm.TU.chromosome_10.2567","GO:0005615",2.23101259970386e-10,1,101,659,"extracellular space","CC",353,179,162,0,41,222,185,71,952,309,81,131,592,451,136,461,277,22,62
"1049","evm.TU.chromosome_10.2567","GO:1903561",0.0177747475253497,0.994942619622678,7,36,"extracellular vesicle","CC",353,179,162,0,41,222,185,71,952,309,81,131,592,451,136,461,277,22,62
"1050","evm.TU.chromosome_10.2567","GO:0019897",0.0324440979408265,0.991982187597108,5,24,"extrinsic component of plasma membrane","CC",353,179,162,0,41,222,185,71,952,309,81,131,592,451,136,461,277,22,62
"1051","evm.TU.chromosome_10.2567","GO:0007155",0.0266456953493738,0.982873225105427,37,336,"cell adhesion","BP",353,179,162,0,41,222,185,71,952,309,81,131,592,451,136,461,277,22,62
"1052","evm.TU.chromosome_10.2567","GO:2000427",0.0331846781994459,0.995549911333956,3,10,"positive regulation of apoptotic cell clearance","BP",353,179,162,0,41,222,185,71,952,309,81,131,592,451,136,461,277,22,62
"1053","evm.TU.chromosome_10.2567","GO:0005576",5.28067153734394e-22,1,184,1074,"extracellular region","CC",353,179,162,0,41,222,185,71,952,309,81,131,592,451,136,461,277,22,62
"1054","evm.TU.chromosome_10.2567","GO:0005509",0.00102386344494426,0.999303843601392,102,950,"calcium ion binding","MF",353,179,162,0,41,222,185,71,952,309,81,131,592,451,136,461,277,22,62
"1055","evm.TU.chromosome_10.2336","GO:0004004",0.012944615694877,0.995482819002443,10,61,NA,NA,138,565,137,9,174,220,580,47,193,188,135,391,132,126,37,182,353,25,11
"1056","evm.TU.chromosome_10.2338","GO:0005581",1.84620296996434e-08,0.999999994155032,41,186,"collagen trimer","CC",621,90,80,30,38,47,250,80,154,1238,36,179,255,241,45,1003,283,97,37
"1057","evm.TU.chromosome_10.2811","GO:0032403",0.0136326673143941,0.993193760771107,20,146,NA,NA,1189,1021,1024,157,384,1116,881,1736,1185,1485,542,640,1087,943,329,764,973,338,127
"1058","evm.TU.chromosome_10.491","GO:0005581",1.84620296996434e-08,0.999999994155032,41,186,"collagen trimer","CC",96,58,117,17,0,141,15,0,131,100,78,0,68,131,13,121,103,36,11
"1059","evm.TU.chromosome_10.2607","GO:0005615",2.23101259970386e-10,1,101,659,"extracellular space","CC",2370,337,873,90,75,1593,279,423,2527,1650,897,356,1497,1442,313,1298,1721,386,126
"1060","evm.TU.chromosome_10.2607","GO:0005044",0.0395704812691337,0.982464450423501,11,79,"scavenger receptor activity","MF",2370,337,873,90,75,1593,279,423,2527,1650,897,356,1497,1442,313,1298,1721,386,126
"1061","evm.TU.chromosome_10.2273","GO:0043141",0.011442105813174,0.998459861605894,4,13,NA,NA,203,150,41,0,26,115,123,23,133,110,81,125,329,348,27,39,175,15,33
"1062","evm.TU.chromosome_10.2273","GO:0004004",0.012944615694877,0.995482819002443,10,61,NA,NA,203,150,41,0,26,115,123,23,133,110,81,125,329,348,27,39,175,15,33
"1063","evm.TU.chromosome_10.3247","GO:0016460",0.000508125822904906,0.999940206320237,7,15,"myosin II complex","CC",149,92,113,0,28,456,81,134,166,267,82,83,117,133,19,78,176,37,16
"1064","evm.TU.chromosome_10.3247","GO:0031475",0.0225698352670377,0.997926249639659,3,6,"myosin V complex","CC",149,92,113,0,28,456,81,134,166,267,82,83,117,133,19,78,176,37,16
"1065","evm.TU.chromosome_10.3247","GO:0031476",0.0225698352670377,0.997926249639659,3,6,"myosin VI complex","CC",149,92,113,0,28,456,81,134,166,267,82,83,117,133,19,78,176,37,16
"1066","evm.TU.chromosome_10.3247","GO:0031477",0.0314320740676156,0.996387948643967,3,7,"myosin VII complex","CC",149,92,113,0,28,456,81,134,166,267,82,83,117,133,19,78,176,37,16
"1067","evm.TU.chromosome_10.3247","GO:0005509",0.00102386344494426,0.999303843601392,102,950,"calcium ion binding","MF",149,92,113,0,28,456,81,134,166,267,82,83,117,133,19,78,176,37,16
"1068","evm.TU.chromosome_10.3247","GO:0032036",0.00103386222541996,0.999891076945758,6,12,"myosin heavy chain binding","MF",149,92,113,0,28,456,81,134,166,267,82,83,117,133,19,78,176,37,16
"1069","evm.TU.chromosome_10.3247","GO:0030048",0.028798752781052,0.993292101914798,5,20,"actin filament-based movement","BP",149,92,113,0,28,456,81,134,166,267,82,83,117,133,19,78,176,37,16
"1070","evm.TU.chromosome_10.1347","GO:0005576",5.28067153734394e-22,1,184,1074,"extracellular region","CC",337,81,155,42,3,78,48,7,222,194,0,69,248,308,5,149,219,31,28
"1071","evm.TU.chromosome_10.1347","GO:0005509",0.00102386344494426,0.999303843601392,102,950,"calcium ion binding","MF",337,81,155,42,3,78,48,7,222,194,0,69,248,308,5,149,219,31,28
"1072","evm.TU.chromosome_10.1347","GO:0030246",0.0211994164371091,0.987594728065279,28,231,"carbohydrate binding","MF",337,81,155,42,3,78,48,7,222,194,0,69,248,308,5,149,219,31,28
"1073","evm.TU.chromosome_10.1344","GO:0005200",0.0370758975739399,0.983752692613498,11,78,"structural constituent of cytoskeleton","MF",3022,3990,18088,923,1119,10634,970,15155,3673,3268,7050,5172,4690,8952,807,9805,3202,390,760
"1074","evm.TU.chromosome_10.2472","GO:0005874",0.0227362993518771,0.987049461297619,25,210,"microtubule","CC",232,1010,264,8,245,500,689,143,322,336,206,465,259,247,36,225,272,31,25
"1075","evm.TU.chromosome_10.766","GO:0045892",0.0118530986149296,0.993409289229733,28,216,"negative regulation of DNA-templated transcription","BP",177,255,77,0,124,229,296,27,245,139,94,168,301,598,42,94,535,38,9
"1076","evm.TU.chromosome_10.2229","GO:0005201",2.81642969046316e-07,0.999999916457382,31,144,"extracellular matrix structural constituent","MF",287,250,481,42,31,267,90,31,261,990,138,106,412,196,58,328,341,120,8
"1077","evm.TU.chromosome_10.2229","GO:0030198",0.0262790383496473,0.987388344022155,15,112,"extracellular matrix organization","BP",287,250,481,42,31,267,90,31,261,990,138,106,412,196,58,328,341,120,8
"1078","evm.TU.chromosome_10.337","GO:0015238",0.0438159125412331,0.993274613934351,3,11,NA,NA,280,198,134,0,47,215,151,38,348,364,96,166,2595,130,34,127,178,351,47
"1079","evm.TU.chromosome_10.805","GO:0005576",5.28067153734394e-22,1,184,1074,"extracellular region","CC",10649,19862,3648,1547,4086,5408,9608,296,4390,24092,3835,6847,5057,1824,594,12354,1378,3561,751
"1080","evm.TU.chromosome_10.805","GO:0004252",8.48506754698523e-06,0.999997021339802,30,161,"serine-type endopeptidase activity","MF",10649,19862,3648,1547,4086,5408,9608,296,4390,24092,3835,6847,5057,1824,594,12354,1378,3561,751
"1081","evm.TU.chromosome_10.805","GO:0042730",0.000209947654346669,0.999977537015622,7,17,"fibrinolysis","BP",10649,19862,3648,1547,4086,5408,9608,296,4390,24092,3835,6847,5057,1824,594,12354,1378,3561,751
"1082","evm.TU.chromosome_10.1453","GO:0005604",0.0359523167330957,0.980339369559458,19,159,"basement membrane","CC",96,169,188,28,24,225,116,55,109,377,84,164,264,120,25,271,261,38,21
"1083","evm.TU.chromosome_10.1453","GO:0005576",5.28067153734394e-22,1,184,1074,"extracellular region","CC",96,169,188,28,24,225,116,55,109,377,84,164,264,120,25,271,261,38,21
"1084","evm.TU.chromosome_10.1453","GO:0005509",0.00102386344494426,0.999303843601392,102,950,"calcium ion binding","MF",96,169,188,28,24,225,116,55,109,377,84,164,264,120,25,271,261,38,21
"1085","evm.TU.chromosome_10.1504","GO:0006457",0.0308532130380328,0.985847347802626,13,87,"protein folding","BP",390,1146,248,38,312,504,1787,144,394,405,432,843,331,408,53,348,364,101,56
"1086","evm.TU.chromosome_10.1588","GO:0044547",0.0167610410616861,0.999548629887499,2,3,"DNA topoisomerase binding","MF",1836,6558,2403,195,2354,3408,5067,1180,2376,2891,1865,5716,1781,2010,389,2589,1652,515,149
"1087","evm.TU.chromosome_10.2623","GO:0050111",0.0146362883483593,0.999633673240673,2,3,"mycocerosate synthase activity","MF",2466,13647,498,63,1510,1881,2733,134,3686,4532,1491,3446,2421,2460,568,3192,2863,145,376
"1088","evm.TU.chromosome_10.2623","GO:0031177",0.00703947088111381,0.999220664768636,4,11,"phosphopantetheine binding","MF",2466,13647,498,63,1510,1881,2733,134,3686,4532,1491,3446,2421,2460,568,3192,2863,145,376
"1089","evm.TU.chromosome_10.2623","GO:0016788",0.0226474004747081,0.994028839015477,6,29,"hydrolase activity, acting on ester bonds","MF",2466,13647,498,63,1510,1881,2733,134,3686,4532,1491,3446,2421,2460,568,3192,2863,145,376
"1090","evm.TU.chromosome_10.1334","GO:0004521",0.00577169523335724,0.998932817409959,6,21,"RNA endonuclease activity","MF",56,2449,45,10,242,284,325,29,211,566,54,294,105,255,105,57,464,14,16
"1091","evm.TU.chromosome_10.16","GO:0005507",0.0479593786362308,0.979061656004402,10,69,"copper ion binding","MF",336,1250,134,0,202,260,475,59,321,419,216,609,177,236,25,270,156,28,24
"1092","evm.TU.chromosome_10.830","GO:0005576",5.28067153734394e-22,1,184,1074,"extracellular region","CC",1246,1111,367,88,399,501,710,205,875,1993,392,692,1179,980,132,1419,479,230,147
"1093","evm.TU.chromosome_10.830","GO:0005578",3.32736357308379e-07,1,55,332,NA,NA,1246,1111,367,88,399,501,710,205,875,1993,392,692,1179,980,132,1419,479,230,147
"1094","evm.TU.chromosome_10.830","GO:0005509",0.00102386344494426,0.999303843601392,102,950,"calcium ion binding","MF",1246,1111,367,88,399,501,710,205,875,1993,392,692,1179,980,132,1419,479,230,147
"1095","evm.TU.chromosome_10.830","GO:0004222",0.0369089192613595,0.978776891055555,22,188,"metalloendopeptidase activity","MF",1246,1111,367,88,399,501,710,205,875,1993,392,692,1179,980,132,1419,479,230,147
"1096","evm.TU.chromosome_10.830","GO:0004252",8.48506754698523e-06,0.999997021339802,30,161,"serine-type endopeptidase activity","MF",1246,1111,367,88,399,501,710,205,875,1993,392,692,1179,980,132,1419,479,230,147
"1097","evm.TU.chromosome_10.830","GO:0030574",0.0457353057967402,0.983911701991429,7,41,"collagen catabolic process","BP",1246,1111,367,88,399,501,710,205,875,1993,392,692,1179,980,132,1419,479,230,147
"1098","evm.TU.chromosome_10.830","GO:0006508",0.0361365158464351,0.979888785567559,20,168,"proteolysis","BP",1246,1111,367,88,399,501,710,205,875,1993,392,692,1179,980,132,1419,479,230,147
"1099","evm.TU.chromosome_10.830","GO:0031012",2.5325523748508e-06,0.999999046407506,38,221,"extracellular matrix","CC",1246,1111,367,88,399,501,710,205,875,1993,392,692,1179,980,132,1419,479,230,147
"1100","evm.TU.chromosome_10.150","GO:0005509",0.00102386344494426,0.999303843601392,102,950,"calcium ion binding","MF",614,102,379,18,53,548,228,96,536,415,322,240,407,221,103,366,778,59,79
"1101","evm.TU.chromosome_10.3059","GO:0005576",5.28067153734394e-22,1,184,1074,"extracellular region","CC",210,6,10,0,0,17,11,17,116,66,41,30,70,113,7,137,104,0,9
"1102","evm.TU.chromosome_10.2697","GO:0004197",0.00589883571925086,0.998201418621006,10,51,"cysteine-type endopeptidase activity","MF",275,887,176,10,282,476,814,141,369,234,202,891,290,266,89,265,711,20,26
"1103","evm.TU.chromosome_10.1206","GO:0005618",0.0418696537930537,0.991171760723625,4,16,"cell wall","CC",855,87,170,40,26,354,150,130,55,355,208,62,285,254,53,165,200,22,62
"1104","evm.TU.chromosome_10.1206","GO:0005576",5.28067153734394e-22,1,184,1074,"extracellular region","CC",855,87,170,40,26,354,150,130,55,355,208,62,285,254,53,165,200,22,62
"1105","evm.TU.chromosome_10.2724","GO:0005832",0.0169668069891833,0.998373260898939,3,8,"chaperonin-containing T-complex","CC",422,1077,184,15,267,612,821,92,525,532,429,870,388,425,68,415,332,40,38
"1106","evm.TU.chromosome_10.2724","GO:0006458",0.0415089916037177,0.993765831582411,3,11,"'de novo' protein folding","BP",422,1077,184,15,267,612,821,92,525,532,429,870,388,425,68,415,332,40,38
"1107","evm.TU.chromosome_10.2724","GO:0061077",0.000364816507922571,0.999929207231091,10,33,"chaperone-mediated protein folding","BP",422,1077,184,15,267,612,821,92,525,532,429,870,388,425,68,415,332,40,38
"1108","evm.TU.chromosome_10.2724","GO:0006457",0.0308532130380328,0.985847347802626,13,87,"protein folding","BP",422,1077,184,15,267,612,821,92,525,532,429,870,388,425,68,415,332,40,38
"1109","evm.TU.chromosome_10.2483","GO:0071013",0.0362352774332805,0.984226246800937,11,74,"catalytic step 2 spliceosome","CC",1341,2852,789,74,1162,2101,1936,142,1271,1631,793,2559,774,1175,160,1282,951,140,95
"1110","evm.TU.chromosome_10.2483","GO:0019013",0.0319651664520794,0.988721842791596,8,44,"viral nucleocapsid","CC",1341,2852,789,74,1162,2101,1936,142,1271,1631,793,2559,774,1175,160,1282,951,140,95
"1111","evm.TU.chromosome_10.3235","GO:0006879",0.0321306032374933,0.990805583291103,6,29,"intracellular iron ion homeostasis","BP",327,723,160,9,294,306,633,97,422,477,150,581,271,188,47,298,287,58,22
"1112","evm.TU.chromosome_10.819","GO:0031012",2.5325523748508e-06,0.999999046407506,38,221,"extracellular matrix","CC",3913,3510,1604,247,773,2552,1217,122,2253,7696,1019,1188,3957,678,211,8265,893,766,234
"1113","evm.TU.chromosome_10.819","GO:0004222",0.0369089192613595,0.978776891055555,22,188,"metalloendopeptidase activity","MF",3913,3510,1604,247,773,2552,1217,122,2253,7696,1019,1188,3957,678,211,8265,893,766,234
"1114","evm.TU.chromosome_10.813","GO:0005615",2.23101259970386e-10,1,101,659,"extracellular space","CC",1736,1574,653,330,239,293,1265,89,1548,10451,193,210,1135,531,128,4557,962,368,232
"1115","evm.TU.chromosome_10.813","GO:0004252",8.48506754698523e-06,0.999997021339802,30,161,"serine-type endopeptidase activity","MF",1736,1574,653,330,239,293,1265,89,1548,10451,193,210,1135,531,128,4557,962,368,232
"1116","evm.TU.chromosome_10.138","GO:0005576",5.28067153734394e-22,1,184,1074,"extracellular region","CC",1353,1193,334,95,158,361,590,54,271,2327,150,409,1449,371,99,2418,184,161,190
"1117","evm.TU.chromosome_10.138","GO:0001716",0.00522530288149781,1,2,2,"L-amino-acid oxidase activity","MF",1353,1193,334,95,158,361,590,54,271,2327,150,409,1449,371,99,2418,184,161,190
"1118","evm.TU.chromosome_10.3030","GO:0016788",0.0226474004747081,0.994028839015477,6,29,"hydrolase activity, acting on ester bonds","MF",935,4486,99,49,1339,351,791,81,488,1001,77,1271,500,1122,184,197,921,34,60
"1119","evm.TU.chromosome_10.3030","GO:0031177",0.00703947088111381,0.999220664768636,4,11,"phosphopantetheine binding","MF",935,4486,99,49,1339,351,791,81,488,1001,77,1271,500,1122,184,197,921,34,60
"1120","evm.TU.chromosome_10.1891","GO:0070374",0.0106980812279001,0.995598684486163,14,88,"positive regulation of ERK1 and ERK2 cascade","BP",47,25,19,31,18,114,31,51,48,100,28,38,107,108,0,125,110,6,0
"1121","evm.TU.chromosome_10.2385","GO:0005581",1.84620296996434e-08,0.999999994155032,41,186,"collagen trimer","CC",304,137,38,45,75,51,72,49,140,1258,6,17,138,122,82,207,428,60,28
"1122","evm.TU.chromosome_10.2385","GO:0005201",2.81642969046316e-07,0.999999916457382,31,144,"extracellular matrix structural constituent","MF",304,137,38,45,75,51,72,49,140,1258,6,17,138,122,82,207,428,60,28
"1123","evm.TU.chromosome_10.2384","GO:0005581",1.84620296996434e-08,0.999999994155032,41,186,"collagen trimer","CC",89,50,0,26,8,18,25,7,49,587,0,9,72,14,26,31,215,10,60
"1124","evm.TU.chromosome_10.2384","GO:0005201",2.81642969046316e-07,0.999999916457382,31,144,"extracellular matrix structural constituent","MF",89,50,0,26,8,18,25,7,49,587,0,9,72,14,26,31,215,10,60
"1125","evm.TU.chromosome_10.1148","GO:0005604",0.0359523167330957,0.980339369559458,19,159,"basement membrane","CC",15,38,39,9,10,69,48,78,18,54,162,103,70,821,68,55,16,0,0
"1126","evm.TU.chromosome_10.1148","GO:0005576",5.28067153734394e-22,1,184,1074,"extracellular region","CC",15,38,39,9,10,69,48,78,18,54,162,103,70,821,68,55,16,0,0
"1127","evm.TU.chromosome_10.1148","GO:0005615",2.23101259970386e-10,1,101,659,"extracellular space","CC",15,38,39,9,10,69,48,78,18,54,162,103,70,821,68,55,16,0,0
"1128","evm.TU.chromosome_10.1148","GO:0005509",0.00102386344494426,0.999303843601392,102,950,"calcium ion binding","MF",15,38,39,9,10,69,48,78,18,54,162,103,70,821,68,55,16,0,0
"1129","evm.TU.chromosome_10.1148","GO:0005201",2.81642969046316e-07,0.999999916457382,31,144,"extracellular matrix structural constituent","MF",15,38,39,9,10,69,48,78,18,54,162,103,70,821,68,55,16,0,0
"1130","evm.TU.chromosome_10.1148","GO:0001501",0.0247452054079938,0.988982574082538,13,89,"skeletal system development","BP",15,38,39,9,10,69,48,78,18,54,162,103,70,821,68,55,16,0,0
"1131","evm.TU.chromosome_10.2197","GO:0016849",0.0322409970493545,0.99585721615751,3,9,"phosphorus-oxygen lyase activity","MF",1483,363,281,37,153,350,172,65,1188,1166,364,300,590,468,111,731,521,158,71
"1132","evm.TU.chromosome_10.2422","GO:0005578",3.32736357308379e-07,1,55,332,NA,NA,433,173,83,28,17,178,320,39,839,590,205,91,161,249,20,1319,239,48,75
"1133","evm.TU.chromosome_10.2422","GO:0050840",0.0141694859956542,0.996690316488574,6,26,"extracellular matrix binding","MF",433,173,83,28,17,178,320,39,839,590,205,91,161,249,20,1319,239,48,75
"1134","evm.TU.chromosome_10.2422","GO:0030198",0.0262790383496473,0.987388344022155,15,112,"extracellular matrix organization","BP",433,173,83,28,17,178,320,39,839,590,205,91,161,249,20,1319,239,48,75
"1135","evm.TU.chromosome_10.1534_evm.TU.chromosome_10.1537","GO:0006364",0.0316808940703192,0.985412667617436,13,87,"rRNA processing","BP",169,658,182,4,194,240,470,193,155,202,141,555,188,188,45,209,162,28,17
"1136","evm.TU.chromosome_10.540","GO:0031225",0.0172978319212197,0.994111562987838,9,51,NA,NA,554,363,108,12,79,282,176,23,294,289,120,294,581,838,123,235,375,87,121
"1137","evm.TU.chromosome_10.540","GO:0003990",0.0488949149103114,0.992154234974993,3,11,"acetylcholinesterase activity","MF",554,363,108,12,79,282,176,23,294,289,120,294,581,838,123,235,375,87,121
"1138","evm.TU.chromosome_11.3023","GO:0005576",5.28067153734394e-22,1,184,1074,"extracellular region","CC",493,1470,272,20,284,554,1179,285,532,406,297,1233,258,234,64,532,348,33,14
"1139","evm.TU.chromosome_11.3020","GO:0001077",0.0338072705107874,0.984843325964078,12,80,NA,NA,65,111,50,0,11,157,67,101,204,60,89,27,98,42,8,28,66,34,14
"1140","evm.TU.chromosome_11.126","GO:0005581",1.84620296996434e-08,0.999999994155032,41,186,"collagen trimer","CC",328,218,167,24,28,180,72,8,231,114,243,139,394,454,69,147,310,35,39
"1141","evm.TU.chromosome_11.126","GO:0005201",2.81642969046316e-07,0.999999916457382,31,144,"extracellular matrix structural constituent","MF",328,218,167,24,28,180,72,8,231,114,243,139,394,454,69,147,310,35,39
"1142","evm.TU.chromosome_11.125","GO:0007155",0.0266456953493738,0.982873225105427,37,336,"cell adhesion","BP",264,222,440,35,26,273,108,148,235,486,263,193,1271,671,150,266,562,81,55
"1143","evm.TU.chromosome_11.125","GO:0030199",1.38048079190912e-05,0.999997596215807,13,42,"collagen fibril organization","BP",264,222,440,35,26,273,108,148,235,486,263,193,1271,671,150,266,562,81,55
"1144","evm.TU.chromosome_11.125","GO:0030198",0.0262790383496473,0.987388344022155,15,112,"extracellular matrix organization","BP",264,222,440,35,26,273,108,148,235,486,263,193,1271,671,150,266,562,81,55
"1145","evm.TU.chromosome_11.125","GO:0005581",1.84620296996434e-08,0.999999994155032,41,186,"collagen trimer","CC",264,222,440,35,26,273,108,148,235,486,263,193,1271,671,150,266,562,81,55
"1146","evm.TU.chromosome_11.125","GO:0005201",2.81642969046316e-07,0.999999916457382,31,144,"extracellular matrix structural constituent","MF",264,222,440,35,26,273,108,148,235,486,263,193,1271,671,150,266,562,81,55
"1147","evm.TU.chromosome_11.124","GO:0005581",1.84620296996434e-08,0.999999994155032,41,186,"collagen trimer","CC",126,28,96,0,0,38,19,132,105,65,87,68,86,147,15,42,120,16,14
"1148","evm.TU.chromosome_11.124","GO:0005201",2.81642969046316e-07,0.999999916457382,31,144,"extracellular matrix structural constituent","MF",126,28,96,0,0,38,19,132,105,65,87,68,86,147,15,42,120,16,14
"1149","evm.TU.chromosome_11.791","GO:0005576",5.28067153734394e-22,1,184,1074,"extracellular region","CC",430,90,157,15,19,115,66,58,283,201,106,138,332,287,93,134,145,8,76
"1150","evm.TU.chromosome_11.791","GO:0005764",0.00165761880706339,0.999147162140014,34,243,"lysosome","CC",430,90,157,15,19,115,66,58,283,201,106,138,332,287,93,134,145,8,76
"1151","evm.TU.chromosome_11.791","GO:0015485",0.00246663480764292,0.99955302011307,7,23,"cholesterol binding","MF",430,90,157,15,19,115,66,58,283,201,106,138,332,287,93,134,145,8,76
"1152","evm.TU.chromosome_11.791","GO:0017127",0.0229039887146535,0.997678423856593,3,7,NA,NA,430,90,157,15,19,115,66,58,283,201,106,138,332,287,93,134,145,8,76
"1153","evm.TU.chromosome_11.791","GO:0033344",0.0164321949338454,0.997587231195619,4,12,"cholesterol efflux","BP",430,90,157,15,19,115,66,58,283,201,106,138,332,287,93,134,145,8,76
"1154","evm.TU.chromosome_11.791","GO:0042632",0.00557669492863802,0.99879314187158,7,26,"cholesterol homeostasis","BP",430,90,157,15,19,115,66,58,283,201,106,138,332,287,93,134,145,8,76
"1155","evm.TU.chromosome_11.791","GO:0008203",0.0400054021673811,0.984101595857738,9,55,"cholesterol metabolic process","BP",430,90,157,15,19,115,66,58,283,201,106,138,332,287,93,134,145,8,76
"1156","evm.TU.chromosome_11.791","GO:0030301",1.76500381981711e-05,0.999998645053719,8,15,"cholesterol transport","BP",430,90,157,15,19,115,66,58,283,201,106,138,332,287,93,134,145,8,76
"1157","evm.TU.chromosome_11.791","GO:0032367",0.0166549179129151,0.99769598539436,4,10,"intracellular cholesterol transport","BP",430,90,157,15,19,115,66,58,283,201,106,138,332,287,93,134,145,8,76
"1158","evm.TU.chromosome_11.791","GO:0032366",0.00536104348968826,0.999833823519037,3,4,"intracellular sterol transport","BP",430,90,157,15,19,115,66,58,283,201,106,138,332,287,93,134,145,8,76
"1159","evm.TU.chromosome_11.2437","GO:0031088",0.0426262719518758,0.98512649544913,7,45,"platelet dense granule membrane","CC",45,8,21,0,8,25,11,0,142,52,22,24,14,24,4,69,77,12,18
"1160","evm.TU.chromosome_11.2437","GO:0016404",0.0307305142412766,0.990060139115191,7,42,"15-hydroxyprostaglandin dehydrogenase (NAD+) activity","MF",45,8,21,0,8,25,11,0,142,52,22,24,14,24,4,69,77,12,18
"1161","evm.TU.chromosome_11.2437","GO:0015662",0.0307305142412766,0.990060139115191,7,42,"P-type ion transporter activity","MF",45,8,21,0,8,25,11,0,142,52,22,24,14,24,4,69,77,12,18
